original_name,frequency,normalized_name
ICICLE ACQUISITION HOLDING B.V.,4,ICICLE ACQUISITION HOLDING BV
"ICICLE ACQUISITION HOLDING, LLC",2,ICICLE ACQUISITION HOLDING LLC
ICL SPECIALTY PRODUCTS INC.,2,ICL SPECIALTY PRODUCTS INC
ICL SPECIALTY PRODUCTS INC. (SUCCESSOR-IN-INTEREST TO ASTARIS LLC),2,ICL SPECIALTY PRODUCTS INC SUCCESSOR-IN-INTEREST TO ASTARIS LLC
"ICM ACQUISITIONS, INC., A CORP. OF DE",17,ICM ACQUISITIONS INC A CORP OF DE
ICM ACQUISTIONS INC.,17,ICM ACQUISTIONS INC
"ICN ACQUISITION, LLC",21,ICNACQUISITION LLC
ICO SATELLITE SERVICES G.P.,2,ICO SATELLITE SERVICES G P
ICO SERVICES LIMITED,6,ICO SERVICES LTD
"ICO WORLDWIDE, INC.",16,ICO WORLDWIDE INC
"ICOMPRESSION, INC.",1,ICOMPRESSION INC
ICON - ALTRA LLC,8,ICON - ALTRA LLC
"ICON AGENT, LLC",29,ICONAGENT LLC
"ICON BIOSCIENCE, INC.",74,ICON BIOSCIENCE INC
ICON DU CANADA INC.,8,ICON DU CANADA INC
"ICON HEALTH & FITNESS, INC",8,ICON HEALTH & FITNESS INC
"ICON HEALTH & FITNESS, INC.",44,ICON HEALTH & FITNESS INC
"ICON INTERNATIONAL HOLDINGS, INC.",8,ICON INTERNATIONAL HOLDINGS INC
"ICON IP, INC.",33,ICON IP INC
ICON NY HOLDINGS LLC,1,ICON NY HOLDINGS LLC
ICON-ALTRA LLC,8,ICON-ALTRA LLC
ICONEX LLC,624,ICONEX LLC
"ICONEX LLC (AS SUCCESSOR IN INTEREST TO NCR CORPORATION AND NCR INTERNATIONAL, INC.)",147,ICONEX LLC AS SUCCESSOR IN INTEREST TO NCR CORPORATIONAND NCR INTERNATIONAL INC
ICONEX LLC (AS SUCCESSOR IN INTEREST TO NCR CORPORATION),151,ICONEX LLC AS SUCCESSOR IN INTEREST TO NCR CORP
"ICONIC AMERICAN TRUCKS, LLC",2,ICONIC AMERICAN TRUCKS LLC
"ICONOLOGY, INC.",1,ICONOLOGY INC
"ICP ADHESIVES AND SEALANTS (F/K/A FOMO PRODUCTS, INC.",1,ICP ADHESIVES & SEALANTS F K A FOMO PRODUCTS INC
"ICP ADHESIVES AND SEALANTS, INC.",5,ICP ADHESIVES & SEALANTS INC
"ICP CONSTRUCTION, INC.",2,ICP CONSTRUCTION INC
ICQ LLC,794,ICQ LLC
ICS INTANGIBLES HOLDING COMPANY,1,ICS INTANGIBLES HOLDING CO
"ICS INTANGIBLES HOLDING COMPANY, A PENNSYLVANIA CORP.",1,ICS INTANGIBLES HOLDING CO A PENNSYLVANIA CORP
"ICS LEARNING SYSTEMS, INC., A DELAWARE CORP.",1,ICS LEARNING SYSTEMS INC A DELAWARE CORP
"ICS TECHNOLOGIES, INC.",10,ICS TECHNOLOGIES INC
"ICST, INC.",10,ICST INC
"ICTV INC., A DELAWARE CORPORATION",3,ICTV INC A DELAWARE CORP
"ICU MEDICAL, INC.",538,ICU MEDICAL INC
"ID ANALYTICS, INC.",9,ID ANALYTICS INC
IDEA COURIER INCORPORATED,11,IDEA COURIER INC
IDEAL FASTENER CORPORATION,1,IDEAL FASTENER CORP
IDEAL INDUSTRIES LIGHTING LLC,697,IDEAL INDUSTRIES LIGHTING LLC
"IDEAL POWER CONVERTERS, INC.",1,IDEAL POWER CONVERTERS INC
IDEAL POWER INC.,162,IDEAL POWER INC
"IDEAL POWER, INC.",174,IDEAL POWER INC
IDEAL STANDARD INTERNATIONAL BVBA,1,IDEAL STANDARD INTERNATIONAL BVBA
"IDEALSWORK, INC.",1,IDEALSWORK INC
IDEARC MEDIA LLC,12,IDEARC MEDIA LLC
IDEC PHARMACEUTICALS CORP,3,IDEC PHARMACEUTICALS CORP
IDEC PHARMACEUTICALS CORPORATION,4,IDEC PHARMACEUTICALS CORP
"IDENTICATOR TECHNOLOGY, INC.",1,IDENTICATOR TECHNOLOGY INC
"IDENTICATOR, INC.",2,IDENTICATOR INC
IDENTIFY SOFTWARE LTD.,2,IDENTIFY SOFTWARE LTD
IDENTIFY SOFTWARE LTD. (IL),3,IDENTIFY SOFTWARE LTD IL
"IDENTIFY SOFTWARE, LTD",3,IDENTIFY SOFTWARE LTD
"IDENTIFY SOFTWARE, LTD.",2,IDENTIFY SOFTWARE LTD
IDENTITECH CORPORATION,54,IDENTITECH CORP
"IDENTITECH CORPORATION, A CORP. OF DE.",18,IDENTITECH CORP A CORP OF DE
"IDENTIV, INC.",17,IDENTIV INC
"IDENTIVE GROUP, INC.",11,IDENTIVE GROUP INC
"IDENTIX IDENTIFICATION SERVICES, LLC",24,IDENTIX IDENTIFICATION SERVICES LLC
IDENTIX INCORPORATED,92,IDENTIX INC
"IDENTRUS, INC. (SUCCESSOR-IN-INTEREST TO INDENTRUS, LLC)",1,IDENTRUS INC SUCCESSOR-IN-INTEREST TO INDENTRUS LLC
"IDERA, INC.",28,IDERA INC
IDONDEMAND INC.,7,IDONDEMAND INC
"IDONDEMAND, INC.",7,IDONDEMAND INC
"IEM, INC.",2,IEM INC
IES FINANCE CORPORATION,1,IES FINANCE CORP
"IES INTERACTIVE TRAINING, INC.",12,IES INTERACTIVE TRAINING INC
IFWE INC.,6,IFWE INC
IGC TECHNOLOGIES LLC,2,IGC TECHNOLOGIES LLC
"IGC TECHNOLOGIES, LLC",6,IGC TECHNOLOGIES LLC
"IGDRASOL, INC.",13,IGDRASOL INC
"IGEN, INC",9,IGEN INC
"IGEN, INC.",33,IGEN INC
"IGEN, INC., A DE CORP.",1,IGEN INC A DE CORP
IGI LABORATORIES INC.,32,IGI LABORATORIES INC
"IGI LABORATORIES, INC.",32,IGI LABORATORIES INC
"IGI, INC.",1,IGI INC
"IGI, INC., A DE CORP.",1,IGI INC A DE CORP
IGLOO PRODUCTS CORP.,20,IGLOO PRODUCTS CORP
IGM BIOSCIENCES A/S,33,IGM BIOSCIENCES A S
"IGNITE USA, LLC",4,IGNITE USA LLC
"IGO, INC.",4,IGO INC
IGOO PRODUCTS CORP.,6,IGOO PRODUCTS CORP
"IGRAFX, LLC",16,IGRAFX LLC
"IGS TECHNOLOGIES, INC.",1,IGS TECHNOLOGIES INC
IGT,1,IGT
IH LEASING LLC,1,IH LEASING LLC
"IHP OPERATIONS, LLC",9,IHP OPERATIONS LLC
"IHP OPERATORS, LLC",6,IHP OPERATORS LLC
IHS US INC.,4,IHS US INC
"II-VI DELAWARE, INC.",4523,II-VI DELAWARE INC
II-VI INCORPORATED,4503,II-VI INC
"II-VI OPTICAL SYSTEMS, INC.",2928,II-VI OPTICAL SYSTEMS INC
"II-VI OPTOELECTRONIC DEVICES, INC.",2928,II-VI OPTOELECTRONIC DEVICES INC
"II-VI PHOTONICS (US), INC.",4503,II-VI PHOTONICS US INC
"IKANOS COMMUNICATIONS, INC.",1135,IKANOS COMMUNICATIONS INC
IKARIA ACQUISITION INC.,1,IKARIA ACQUISITION INC
IKARIA INC.,1,IKARIA INC
"IKARIA RESEARCH, INC. (F/K/A IKARIA, INC.)",1,IKARIA RESEARCH INC F K A IKARIA INC
IKARIA THERAPEUTICS LLC,82,IKARIA THERAPEUTICS LLC
"IKARIA, INC.",3,IKARIA INC
"IKAWA, TOMOE",1,IKAWA TOMOE
"IKG USA (F/K/A HARSCO IKG, LLC)",2,IKG USA F K A HARSCO IKG LLC
"IKIMBO, INC.",1,IKIMBO INC
IKOR ACQUISITION CORPORATION,22,IKOR ACQUISITION CORP
"IL-11201 FRANKLIN AVENUE, LLC",2,IL-11201 FRANKLINAVENUE LLC
"IL-16400 SOUTH 105TH COURT, LLC",2,IL-16400 SOUTH 105TH COURT LLC
"IL-2501 WEST BRADLEY PLACE, LLC",2,IL-2501 WEST BRADLEY PLACE LLC
"IL-3249 NORTH KILPATRICK, LLC",2,IL-3249 NORTH KILPATRICK LLC
"IL-3722 VENTURA DRIVE, LLC",2,IL-3722 VENTURA DRIVE LLC
"IL-700 WEST CHICAGO AVENUE, LLC",2,IL-700 WEST CHICAGO AVENUE LLC
"IL-720 ROHLWING ROAD, LLC",2,IL-720 ROHLWING ROAD LLC
"IL-FREEDOM CENTER, LLC",2,IL-FREEDOM CENTER LLC
"IL-TRIBUNE TOWER, LLC",2,IL-TRIBUNE TOWER LLC
"ILC DOVER IP, INC.",16,ILC DOVER IP INC
ILC DOVER LP,14,ILC DOVER LP
"ILC DOVER LP (FORMERLY KNOWN AS ILC DOVER, INCORPORATED)",1,ILC DOVER LP FORMERLY KNOWNAS ILC DOVER INC
"ILC HOLDINGS, INC.",307,ILC HOLDINGS INC
"ILC INDUSTRIES, LLC",4,ILC INDUSTRIES LLC
"ILC TECHNOLOGY, INC.",106,ILC TECHNOLOGY INC
"ILCO UNICAN PROPERTIES, INC.",11,ILCO UNICAN PROPERTIES INC
"ILIGHT TECHNOLOGIES, INC.",2,ILIGHT TECHNOLOGIES INC
ILLINOIS SUPERCONDUCTOR CORPORATION,99,ILLINOIS SUPERCONDUCTOR CORP
ILLUMINATE TECHNOLOGIES LLC,4,ILLUMINATE TECHNOLOGIES LLC
ILS TECHNOLOGY LLC,3,ILS TECHNOLOGY LLC
"IM US HOLDINGS, LLC, A DELAWARE LIMITED LIABILITY COMPANY",40,IM US HOLDINGS LLC A DELAWARE LTD LIABILITY CO
"IMAGE DATA, INC.",2,IMAGE DATA INC
"IMAGE GRAPHICS, INC.,",1,IMAGE GRAPHICS INC
"IMAGE GUIDED TECHNOLOGIES, INC",2,IMAGE GUIDED TECHNOLOGIES INC
"IMAGE GUIDED TECHNOLOGIES, INC.",2,IMAGE GUIDED TECHNOLOGIES INC
"IMAGE GUIDED TECHNOLOGIES, INC., A CORPORATION OF COLORADO, F/K/A PIXSYS, INC.",2,IMAGE GUIDED TECHNOLOGIES INC A CORP OF COLORADO F K A PIXSYS INC
IMAGE PRODUCTS GROUP LLC,5,IMAGE PRODUCTS GROUP LLC
"IMAGE SENSING SYSTEMS, INC.",1,IMAGE SENSING SYSTEMS INC
"IMAGE TRANSFORM, INC.",1,IMAGE TRANSFORM INC
"IMAGE VAULT, LLC",1,IMAGE VAULT LLC
"IMAGINATION TECHNOLOGIES, INC.",80,IMAGINATION TECHNOLOGIES INC
"IMAGINEERING GAMING, INC.",3,IMAGINEERING GAMING INC
IMAGING AND SENSING TECHNOLOGY CORPORATION,3,IMAGING & SENSING TECHNOLOGY CORP
IMAGING AND SENSING TECHNOLOGY INTERNATIONAL CORP.,3,IMAGING & SENSING TECHNOLOGY INTERNATIONAL CORP
"IMAGING AUTOMATION, INC.",24,IMAGING AUTOMATION INC
"IMAGING BUSINESS MACHINES, L.L.C.",2,IMAGING BUSINESS MACHINES LLC
IMAGING HOLDINGS CORP.,112,IMAGING HOLDINGS CORP
"IMAGITAS, INC.",8,IMAGITAS INC
IMAGO SCIENTIFIC INSTRUMENTS CORPORATION,14,IMAGO SCIENTIFIC INSTRUMENTS CORP
"IMAGYN MEDICAL TECHNOLGIES CALIFORNIA, INC.",2,IMAGYN MEDICAL TECHNOLGIES CALIFORNIA INC
"IMAGYN MEDICAL TECHNOLOGIES, INC.",14,IMAGYN MEDICAL TECHNOLOGIES INC
"IMAGYN MEDICAL TECHNOLOGIES, INC. A DELAWARE CORPORATION",5,IMAGYN MEDICAL TECHNOLOGIES INC A DELAWARE CORP
"IMAGYN MEDICAL, INC.",4,IMAGYN MEDICAL INC
"IMAGYN MEDICAL, INC., A DELAWARE CORPORATION",2,IMAGYN MEDICAL INC A DELAWARE CORP
"IMARX THERAPEUTICS, INC.",1,IMARX THERAPEUTICS INC
IMATION CORP.,48,IMATION CORP
"IMATRON, INC.",5,IMATRON INC
"IMATX, INC.",169,IMATX INC
IMAX THEATRES INTERNATIONAL LIMITED,49,IMAX THEATRES INTERNATIONAL LTD
IMC EXPLORATION COMPANY,109,IMC EXPLORATION CO
IMCB CORP.,1,IMCB CORP
IMCLONE SYSTEMS INCORPORATED,1,IMCLONE SYSTEMS INC
IMCO ACQUISITION INC.,2,IMCO ACQUISITION INC
IMCO ENERGY CORP.,2,IMCO ENERGY CORP
"IMCO INDIANA PARTNERSHIP L.P., BY IMCO ENERGY CORP., ITS GENERAL PARTNER",2,IMCO INDIANA PARTNERSHIP LP BY IMCO ENERGY CORP ITS GENERAL PARTNER
"IMCO INTERNATIONAL, INC.",2,IMCO INTERNATIONAL INC
IMCO INVESTMENT COMPANY,2,IMCO INVESTMENT CO
"IMCO MANAGEMENT PARTNERSHIP L.P., BY, IMCO RECYCLING INC., ITS GENERAL PARTNER",2,IMCO MANAGEMENT PARTNERSHIP LP BY IMCO RECYCLING INC ITS GENERAL PARTNER
IMCO RECYCLING INC.,2,IMCO RECYCLING INC
"IMCO RECYCLING OF CALIFORNIA, INC.",2,IMCO RECYCLING OF CALIFORNIA INC
IMCO RECYCLING OF ILLINOIS INC.,2,IMCO RECYCLING OF ILLINOIS INC
IMCO RECYCLING OF INDIANA INC.,2,IMCO RECYCLING OF INDIANA INC
IMCO RECYCLING OF LOUDON INC.,2,IMCO RECYCLING OF LOUDON INC
IMCOR PHARMACEUTICAL CO.,138,IMCOR PHARMACEUTICAL CO
"IMEC CORPORATION, A CORP. OF MA",12,IMEC CORP A CORP OF MA
IMED CORPORATION,21,IMED CORP
"IMED CORPORATION, A CORP. OF DE",4,IMED CORP A CORP OF DE
IMEDIA CORPORATION,1560,IMEDIA CORP
IMEDICA CORPORATION,2,IMEDICA CORP
"IMEDIUM, INC.",3,IMEDIUM INC
"IMERGY POWER SYSTEMS, INC. (FORMERLY KNOWN AS DEEYA ENERGY, INC.)",1,IMERGY POWER SYSTEMS INC FORMERLY KNOWNAS DEEYA ENERGY INC
"IMETRIKUS, INC.",2,IMETRIKUS INC
"IMMEDIATE RESPONSE TECHNOLOGIES, LLC",33,IMMEDIATE RESPONSE TECHNOLOGIES LLC
IMMERSION CORPORATION,3,IMMERSION CORP
"IMMI SAFEGUARD, INC.",1,IMMI SAFEGUARD INC
"IMMINE RESPONSE CORPORATION, THE",29,IMMINE RESPONSE CORP
IMMUCOR GTI DIAGNOSTICS INC.,44,IMMUCOR GTI DIAGNOSTICS INC
"IMMUCOR GTI DIAGNOSTICS, INC.",78,IMMUCOR GTI DIAGNOSTICS INC
"IMMUCOR, INC.",165,IMMUCOR INC
IMMUNE PHARMACEUTICALS INC.,8,IMMUNE PHARMACEUTICALS INC
IMMUNE PHARMACEUTICALS LTD.,1,IMMUNE PHARMACEUTICALS LTD
"IMMUNE PHARMACEUTICALS, INC.",28,IMMUNE PHARMACEUTICALS INC
"IMMUNE PHARMACEUTICALS, LTD.",1,IMMUNE PHARMACEUTICALS LTD
"IMMUNITYBIO, INC.",13,IMMUNITYBIO INC
IMMUNOGEN SWITZERLAND GMBH,59,IMMUNOGEN SWITZERLAND GMBH
"IMMUNOGEN, INC.",59,IMMUNOGEN INC
"IMMUNOGENETICS, INC.",64,IMMUNOGENETICS INC
"IMMUNOGENETICS, INC., A DE CORP.",1,IMMUNOGENETICS INC A DE CORP
"IMMUNOPHARMACEUTICS, INC.",5,IMMUNOPHARMACEUTICS INC
"IMO HOLDINGS, INC.",179,IMO HOLDINGS INC
IMO INDUSTRIAL INC.,27,IMO INDUSTRIAL INC
IMO INDUSTRIES INC.,311,IMO INDUSTRIES INC
"IMO INDUSTRIES, INC.",226,IMO INDUSTRIES INC
"IMP, INC. (FORMERLY INTERNATIONAL MICROELECTRONIC PRODUCTS, INC.)",3,IMP INC FORMERLY INTERNATIONAL MICROELECTRONIC PRODUCTS INC
"IMP, INC., A DELAWARE CORPORATION",19,IMP INC A DELAWARE CORP
"IMPACT CONFECTIONS, INC., A NEW MEXICO CORPORATION",1,IMPACT CONFECTIONS INC A NEW MEXICO CORP
"IMPACT SCIENCE & TECHNOLOGY, INC.",1,IMPACT SCIENCE & TECHNOLOGY INC
"IMPACT SYSTEMS, INC.",16,IMPACT SYSTEMS INC
"IMPAX LABORATORIES, INC",5,IMPAX LABORATORIES INC
"IMPAX LABORATORIES, INC.",43,IMPAX LABORATORIES INC
"IMPAX LABORATORIES, INC., AS GRANTOR",10,IMPAX LABORATORIES INC AS GRANTOR
"IMPAX LABORATORIES, LLC",40,IMPAX LABORATORIES LLC
IMPCO TECHNOLOGIES INC.,5,IMPCO TECHNOLOGIES INC
"IMPCO TECHNOLOGIES, INC.",5,IMPCO TECHNOLOGIES INC
IMPELL CORPORATION,1,IMPELL CORP
IMPERIAL BANK,1,IMPERIAL BANK
"IMPERIAL HOME DECOR GROUP (U.S.) LLC, THE",7,IMPERIAL HOME DECOR GROUP US LLC
"IMPERIAL HOME DECOR GROUP INC., THE",2,IMPERIAL HOME DECOR GROUP INC
"IMPERIAL HOME DECOR GROUP MANAGEMENT, INC.",2,IMPERIAL HOME DECOR GROUP MANAGEMENT INC
"IMPERIAL HOME DECOR GROUP MANAGEMENT, INC. FORMERLY: WDP INVESTMENTS, INC.",2,IMPERIAL HOME DECOR GROUP MANAGEMENT INC FORMERLY WDP INVESTMENTS INC
"IMPERIAL HOME DECOR GROUP, INC.",7,IMPERIAL HOME DECOR GROUP INC
IMPERIAL SUGAR COMPANY,10,IMPERIAL SUGAR CO
"IMPERVA, INC.",132,IMPERVA INC
IMPLANT DIRECT SYBRON INTERNATIONAL LLC,6,IMPLANT DIRECT SYBRON INTERNATIONAL LLC
"IMPLANT INNOVATIONS HOLDINGS, LLC",128,IMPLANT INNOVATIONS HOLDINGS LLC
IMPLANT SCIENCES CORPORATION,54,IMPLANT SCIENCES CORP
IMPLANT SOLUTIONS PTY LTD,4,IMPLANT SOLUTIONS PTY LTD
"IMPORTLA, LLC",1,IMPORTLA LLC
"IMPRIMIS NJOF, LLC",16,IMPRIMIS NJOF LLC
"IMPRIMIS PHARMACEUTICALS, INC.",7,IMPRIMIS PHARMACEUTICALS INC
"IMPRIMISRX NJ, LLC",16,IMPRIMISRX NJ LLC
"IMPRIMISRX, LLC",16,IMPRIMISRX LLC
"IMPRIVATA, INC",6,IMPRIVATA INC
"IMPRIVATA, INC.",18,IMPRIVATA INC
IMPULSE DYNAMICS N.V.,32,IMPULSE DYNAMICS NV
"IMPULSE MONITORING, INC.",349,IMPULSE MONITORING INC
IMS HEALTH INCORPORATED,13,IMS HEALTH INC
"IMS HEALTH INCORPORATED, A DE CORP.",20,IMS HEALTH INC A DE CORP
"IMS HEALTH INCORPORATED, AS PLEDGOR",1,IMS HEALTH INC AS PLEDGOR
"IMS HEALTH LICENSING ASSOCIATES, L.L.C., A DE LLC",20,IMS HEALTH LICENSING ASSOCIATES LLC A DE LLC
IMS SOFTWARE SERVICES LTD.,109,IMS SOFTWARE SERVICES LTD
"IMS SOFTWARE SERVICES LTD., A DE CORP.",20,IMS SOFTWARE SERVICES LTD A DE CORP
"IMS SOFTWARE SERVICES, LTD.",17,IMS SOFTWARE SERVICES LTD
IMS TECHNOLOGY INC.,1,IMS TECHNOLOGY INC
"IMS TECHNOLOGY, INC.",2,IMS TECHNOLOGY INC
"IMSAMET OF IDAHO, INC.",2,IMSAMET OF IDAHO INC
"IMSAMET OF UTAH, INC.",2,IMSAMET OF UTAH INC
"IMSAMET, INC.",2,IMSAMET INC
"IMTEC ACCULINE, INC.",11,IMTEC ACCULINE INC
IMTEC ACQUISITION INC,3,IMTEC ACQUISITION INC
IMX ACQUISITION CORP.,38,IMX ACQUISITION CORP
IMX ACQUISITION CORPORATION,15,IMX ACQUISITION CORP
"IN ZONE BRANDS, INC.",1,IN ZONE BRANDS INC
"IN ZONE HOLDINGS, INC.",1,IN ZONE HOLDINGS INC
"IN-2350 WESTLANE ROAD, LLC",2,IN-2350 WESTLANE ROAD LLC
"IN-6910 NETWORK PLACE, LLC",2,IN-6910 NETWORK PLACE LLC
"IN-CHIP SYSTEMS, INC.",2,IN-CHIP SYSTEMS INC
"IN-TRAFALGAR WTTV, LLC",2,IN-TRAFALGAR WTTV LLC
"IN-WINDFALL WTTV, LLC",2,IN-WINDFALL WTTV LLC
INA ACQUISITION CORP.,208,INA ACQUISITION CORP
INA AQUISITION CORP.,56,INA AQUISITION CORP
"INA FIBERS HOLDINGS, LLC",12,INA FIBERS HOLDINGS LLC
INAMED CORPORATION,26,INAMED CORP
INAMED DEVELOPMENT CO.,11,INAMED DEVELOPMENT CO
INAMED DEVELOPMENT COMPANY,33,INAMED DEVELOPMENT CO
INAMED DEVELOPMENT CORPORATION,11,INAMED DEVELOPMENT CORP
INAMED INTERNATIONAL CORP.,15,INAMED INTERNATIONAL CORP
"INAMED JAPAN, INC.",15,INAMED JAPAN INC
"INAPAC TECHNOLOGY, INC.",12,INAPAC TECHNOLOGY INC
"INBONE TECHNOLOGIES, INC.",37,INBONE TECHNOLOGIES INC
"INC RESEARCH, LLC",3,INC RESEARCH LLC
"INC., ECOBEE",59,INC ECOBEE
"INCA ACQUISITION, INC., A DELAWARE CORPORATION",40,INCA ACQUISITION INC A DELAWARE CORP
"INCAPSULA, INC.",4,INCAPSULA INC
INCASE DESIGNS CORP.,49,INCASE DESIGNS CORP
"INCEPTOR, INC.",4,INCEPTOR INC
INCERT SOFTWARE CORPORATION,7,INCERT SOFTWARE CORP
INCHEM CORP.,3,INCHEM CORP
INCHEM CORPORATION,12,INCHEM CORP
"INCIPIO TECHNOLOGIES, INC.",47,INCIPIO TECHNOLOGIES INC
"INCIPIO, LLC",49,INCIPIO LLC
INCOM TRANSPORTATION INC.,58,INCOM TRANSPORTATION INC
"INCOM TRANSPORTATION, INC.",165,INCOM TRANSPORTATION INC
INCOMMON INC.,1,INCOMMON INC
"INCONTACT, INC.",21,INCONTACT INC
INCYTE CORPORATION,5,INCYTE CORP
"INDENTICATOR TECHNOLOGY, INC.",1,INDENTICATOR TECHNOLOGY INC
"INDENTICATOR, INC.",1,INDENTICATOR INC
"INDEPENDENCE OILFIELD CHEMICALS, LLC",2,INDEPENDENCE OILFIELD CHEMICALS LLC
"INDEPENDENT FURNITURE SUPPLY CO., INC.",1,INDEPENDENT FURNITURE SUPPLY CO INC
INDEX SYSTEMS INC,371,INDEX SYSTEMS INC
"INDEX SYSTEMS INC, A BRITISH VIRGIN ISLANDS COMPANY",466,INDEX SYSTEMS INC A BRITISH VIRGIN ISLANDS CO
INDEX SYSTEMS INC.,2197,INDEX SYSTEMS INC
"INDIAN INDUSTRIES, INC.",76,INDIAN INDUSTRIES INC
"INDIANA MILLS & MANUFACTURING, INC.",1,INDIANA MILLS & MANUFACTURING INC
"INDIE BUILT, INC.",1,INDIE BUILT INC
INDIGO SYSTEMS CORPORATION,26,INDIGO SYSTEMS CORP
"INDIGO SYSTEMS, INC.",18,INDIGO SYSTEMS INC
INDIVIOR UK LIMITED (FORMERLY KNOWN AS RB PHARMACEUTICALS LIMITED),1,INDIVIOR UK LTD FORMERLY KNOWNAS RB PHARMACEUTICALS LTD
INDIVOS CORPORATION,1,INDIVOS CORP
INDSPEC CHEMICAL CORPORATION,45,INDSPEC CHEMICAL CORP
INDSPEC HOLDING CORPORATION,12,INDSPEC HOLDING CORP
"INDSPEC TECHNOLOGIES, LTD",11,INDSPEC TECHNOLOGIES LTD
"INDSPEC TECHNOLOGIES, LTD.",1,INDSPEC TECHNOLOGIES LTD
"INDUSTRIAL ACOUSTICS COMPANY, INC.",4,INDUSTRIAL ACOUSTICS CO INC
INDUSTRIAL AXLE COMPANY,6,INDUSTRIAL AXLE CO
"INDUSTRIAL AXLE COMPANY, LLC",6,INDUSTRIAL AXLE CO LLC
"INDUSTRIAL BOLT & GASKET, INC.",191,INDUSTRIAL BOLT & GASKET INC
"INDUSTRIAL COMPOSITES, INC.",1,INDUSTRIAL COMPOSITES INC
"INDUSTRIAL HEATING AND FINISHING COMPANY, INC.",1,INDUSTRIAL HEATING & FINISHING CO INC
INDUSTRIAL LABEL CORPORATION,185,INDUSTRIAL LABEL CORP
"INDUSTRIAL MOTION CONTROL, LLC",11,INDUSTRIAL MOTION CONTROL LLC
"INDUSTRIAL SERVICE OIL COMPANY, INC.",5,INDUSTRIAL SERVICE OIL CO INC
"INDUSTRIAL SERVICES TECHNOLOGIES, INC., A COLORADO CORPORATION",18,INDUSTRIAL SERVICES TECHNOLOGIES INC A COLORADO CORP
"INDUSTRIAL WASTE MANAGEMENT, INC. (A MISSOURI CORPORATION)",1,INDUSTRIAL WASTE MANAGEMENT INC A MISSOURI CORP
"INDUSTRIAL WIRE PRODUCTS, INC.",1,INDUSTRIAL WIRE PRODUCTS INC
INEOS ACRYLICS UK LIMITED,11,INEOS ACRYLICS UK LTD
INEOS AMERICAS LLC,10,INEOS AMERICAS LLC
"INEOS AMERICAS LLC (F/K/A INEOS, L.L.C.)",4,INEOS AMERICAS LLC F K A INEOS LLC
INEOS CALABRIAN CORPORATION,18,INEOS CALABRIAN CORP
INEOS COMMERCIAL SERVICES UK LIMITED,3,INEOS COMMERCIAL SERVICES UK LTD
"INEOS COMPOSITES IP, LLC",18,INEOS COMPOSITES IP LLC
INEOS ENTERPRISES HOLDINGS US FINCO LLC,18,INEOS ENTERPRISES HOLDINGS US FINCO LLC
INEOS GROUP LIMITED,4,INEOS GROUP LTD
"INEOS JOLIET, LLC",18,INEOS JOLIET LLC
INEOS PARTNERS,4,INEOS PARTNERS
INEOS PIGMENTS USA INC.,18,INEOS PIGMENTS USA INC
INEOS SALES (UK) LIMITED,5,INEOS SALES UK LTD
INEOS STYROLUTION GROUP GMBH,11,INEOS STYROLUTION GROUP GMBH
INEOS TECHNOLOGIES USA LLC,2,INEOS TECHNOLOGIES USA LLC
INEOS USA LLC,56,INEOS USA LLC
"INERTIA DYNAMICS, LLC",523,INERTIA DYNAMICS LLC
INFACARE PHARMACEUTICAL CORPORATION,82,INFACARE PHARMACEUTICAL CORP
INFECTIO DIAGNOSTIC (I.D.I) INC.,1,INFECTIO DIAGNOSTIC I D I INC
INFECTIO DIANOSTIC (I.D.I.) INC.,1,INFECTIO DIANOSTIC I D I INC
INFECTO DIAGNOSTIC (I.D.I.) INC.,1,INFECTO DIAGNOSTIC I D I INC
"INFIGEN, INC.",12,INFIGEN INC
"INFIGEN, INC., A CORP. OF DELAWARE",66,INFIGEN INC A CORP OF DELAWARE
"INFIGEN, INC., A DELAWARE CORPORATION",30,INFIGEN INC A DELAWARE CORP
"INFILTRATOR SYSTEMS, INC.",1,INFILTRATOR SYSTEMS INC
"INFILTRATOR SYSTEMS, INC. (FORMERLY KNOWN AS WATER SYSTEMS ACQUISITION CORP.)",1,INFILTRATOR SYSTEMS INC FORMERLY KNOWNAS WATER SYSTEMS ACQUISITION CORP
"INFIMATIC, LLC",47,INFIMATIC LLC
INFINEON TECHNOLOGIES CORPORATION,1,INFINEON TECHNOLOGIES CORP
INFINERA CORPORATION,26,INFINERA CORP
INFINILED LIMITED,1,INFINILED LTD
INFINISWITCH CORPORATION,2,INFINISWITCH CORP
"INFINITE BLUE IP, LLC",2,INFINITE BLUE IP LLC
"INFINITE COMPUTER SOLUTIONS, INC.",1,INFINITE COMPUTER SOLUTIONS INC
"INFINITE ELECTRONICS INTERNATIONAL, INC.",2,INFINITE ELECTRONICS INTERNATIONAL INC
"INFINITY ENGINEERED PRODUCTS, LLC",63,INFINITY ENGINEERED PRODUCTS LLC
"INFINITY PHARMACEUTICALS, INC.",5,INFINITY PHARMACEUTICALS INC
INFINITY PRODUCTS INTERMEDIATE HOLDINGS LLC,40,INFINITY PRODUCTS INTERMEDIATE HOLDINGS LLC
"INFINIUM SOFTWARE, INC.",29,INFINIUM SOFTWARE INC
INFOBLOX INC.,250,INFOBLOX INC
"INFOBLOX, INC.",50,INFOBLOX INC
