original_name,frequency,normalized_name
"VALENS U.S. SPV I, LLC",4,VALENS US SPV I LLC
VALIANT TRUST COMPANY,4,VALIANT TRUST CO
"VANTAGEPOINT CDP PARTNERS, L.P.",4,VANTAGEPOINT CDP PARTNERS LP
"VARIAN SEMICONDUCTOR EQUIPMENT ASSOCIATES, INC.",4,VARIAN SEMICONDUCTOR EQUIPMENT ASSOCIATES INC
"VENTURE LENDING & LEASING IV, INC., AND VENTURE LENDING & LEASING V, INC.",4,VENTURE LENDING & LEASING IV INC & VENTURE LENDING & LEASING V INC
"VENTURE LENDING & LEASING, INC.",4,VENTURE LENDING & LEASING INC
"VILLAGE VENTURES PARTNERS FUND A, L.P.",4,VILLAGE VENTURES PARTNERS FUND A LP
"VYATEK SPORTS, INC.",4,VYATEK SPORTS INC
WATER STREET HEALTHCARE PARTNERS II L.P.,4,WATER STREET HEALTHCARE PARTNERS II LP
"WEBER, VICTOR T.",4,WEBER VICTOR T
"WELCH, EDWARD K, II",4,WELCH EDWARD K II
"WELL FARGO BANK, N.A.",4,WELL FARGO BANK NA
"WELL FARGO CAPITAL FINANCE, INC., AS AGENT",4,WELL FARGO CAPITAL FINANCE INC
"WELLS FARGO BANK (TEXAS), N.A.",4,WELLS FARGO BANK TEXAS NA
"WELLS FARGO BANK ARIZONA, NAT'L ASSOC.",4,WELLS FARGO BANK ARIZONA NAT L ASSOC
"WELLS FARGO BANK, N.A., AS ADMINISTRATIVE BANK",4,WELLS FARGO BANK NA AS ADMINISTRATIVE BANK
"WELLS FARGO FINANCE, LLC, AS SUCCESSOR BY MERGER TO WACHOVIA CAPITAL FINANCE CORPORATION (CENTRAL), AS ADMINISTRATIVE AGENT",4,WELLS FARGO FINANCE LLC AS SUCCESSOR BY MERGER TO WACHOVIA CAPITAL FINANCE CORP CENTRAL
"WELLS FARGO FOOTHILL, INC., A CALIFORNIA CORPORATION",4,WELLS FARGO FOOTHILL INC A CALIFORNIA CORP
"WELLS FARGO FOOTHILL, LLC, AS COLLATERAL AGENT",4,WELLS FARGO FOOTHILL LLC
"WELZ, SYDNEY",4,WELZ SYDNEY
WESTAR CAPITAL,4,WESTAR CAPITAL
"WEYERS, ROBERT J.",4,WEYERS ROBERT J
"WEYERS, RONALD A.",4,WEYERS RONALD A
"WILBERT, INC.",4,WILBERT INC
"WILMINGTON TRUST COMPANY, RODNEY SQUARE NORTH, WILMINGTON, DE 19890, A DE BANKING CORP.",4,WILMINGTON TRUST CO RODNEY SQUARE NORTH WILMINGTON DE 19890 A DE BANKING CORP
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS NOTE COLLATERAL AGENT",4,WILMINGTON TRUST NA AS NOTE COLLATERAL AGENT
"WILMINGTON TRUST, NATIONAL ASSOCIATON, AS COLLATERAL AGENT",4,WILMINGTON TRUST NATIONAL ASSOCIATON
WOLFF WALSRODE AG,4,WOLFF WALSRODE AG
WOODLAND PARTNERS,4,WOODLAND PARTNERS
WOODLAND VENTURE FUND,4,WOODLAND VENTURE FUND
"WOODS, ROBERT E.",4,WOODS ROBERT E
"WORLDVIEW STRATEGIC PARTNERS IV, L.P.",4,WORLDVIEW STRATEGIC PARTNERS IV LP
"WORLDVIEW TECHNOLOGY INTERNATIONAL IV, L.P.",4,WORLDVIEW TECHNOLOGY INTERNATIONAL IV LP
"WORLDVIEW TECHNOLOGY PARTNERS IV, L.P.",4,WORLDVIEW TECHNOLOGY PARTNERS IV LP
"ZAJAC, JOSE",4,ZAJAC JOSE
ZOLL MEDICAL CORPORATION,4,ZOLL MEDICAL CORP
"21 VC FUND II, L.P.",3,21 VC FUND II LP
3M COMPANY,3,3M CO
ACMSPV LLC,3,ACMSPV LLC
"ACQUIOM AGENCY SERVICES LLC, AS ADMINISTRATIVE AGENT",3,ACQUIOM AGENCY SERVICES LLC
"ADAMS CAPITAL MANAGEMENT III, L.P.",3,ADAMS CAPITAL MANAGEMENT III LP
"ADAMS STREET CREDIT ADVISORS LP, AS COLLATERAL AGENT",3,ADAMS STREET CREDIT ADVISORS LP
"ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES, INC.",3,ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC
"ADVANCED TECHHOLOGY VENTURES VI, L.P. BY; ATV ASSOCIATES VI, L.L.C. ITS GENERAL PARTNER",3,ADVANCED TECHHOLOGY VENTURES VI LP BY ATV ASSOCIATES VI LLC ITS GENERAL PARTNER
"AFFILIATED INVESTMENTS, L.L.C.",3,AFFILIATED INVESTMENTS LLC
"AGILENT TECHNOLOGIES, INC.",3,AGILENT TECHNOLOGIES INC
"ALBA, LTD.",3,ALBA LTD
"ALBERTI, MARK",3,ALBERTI MARK
"ALLIANCE BANK OF ARIZONA, A DIVISION OF WESTERN ALLIANCE BANK",3,ALLIANCE BANK OF ARIZONA A DIVISION OF WESTERNALLIANCE BANK
AMATI COMMUNICATIONS CORPORATION,3,AMATI COMMUNICATIONS CORP
AMERICAN BANK AND TRUST COMPANY,3,AMERICAN BANK & TRUST CO
AMERICAN ENTERTAINMENT PROPERTIES CORP.,3,AMERICAN ENTERTAINMENT PROPERTIES CORP
"AMERICAN SECURITY BANK, N.A.",3,AMERICAN SECURITY BANK NA
AMERICAN STOCK TRANSFER AND TRUST COMPANY,3,AMERICAN STOCK TRANSFER & TRUST CO
AMPAL AMERICAN-ISRAEL CORPORATION,3,AMPAL AMERICAN-ISRAEL CORP
AMSOUTH BANK,3,AMSOUTH BANK
"AMT CAPITAL, LTD.",3,AMT CAPITAL LTD
AMY EN-MEI WANG AND GREGORY ADAM HORWITZ,3,AMY EN-MEI WANG & GREGORY ADAM HORWITZ
"ANCHOR BANK SAINT PAUL, N.A.",3,ANCHOR BANK SAINT PAUL NA
"ANDERSON AFTER SIX HOLDINGS, LLC",3,ANDERSONAFTER SIX HOLDINGS LLC
ANDREAS TYPALDOS FAMILY LIMITED PARTNERSHIP,3,ANDREAS TYPALDOS FAMILY LTD PARTNERSHIP
"ANTHEM/CIC VENTURES FUND, L.P.",3,ANTHEM CIC VENTURES FUND LP
"ANTHONY J. LEVECCHIO, AGENT",3,ANTHONY J LEVECCHIO AGENT
APOLLO CAPITAL CORP.,3,APOLLO CAPITAL CORP
"APPEL, PATER A",3,APPEL PATER A
ARABELLA,3,ARABELLA
"ARIUS PHARMACEUTICALS, INC.",3,ARIUS PHARMACEUTICALS INC
"ARVIDSON, CURT E.",3,ARVIDSON CURT E
"AUGUSTINE FUND, L.P.",3,AUGUSTINE FUND LP
"AVENUE VENTURE OPPORTUNITIES FUND II, L.P.",3,AVENUE VENTURE OPPORTUNITIES FUND II LP
"AVI, INC.",3,AVI INC
AZORES CORPORATION,3,AZORES CORP
"AZURE I, L.P.",3,AZURE I LP
"AZURE PARTNERS I, L.P.",3,AZURE PARTNERS I LP
"AZURE VENTURE PARTNERS I, L.P.",3,AZURE VENTURE PARTNERS I LP
"AZURE VENTURES I, L.P.",3,AZURE VENTURES I LP
BAKER BROS. ADVISORS LP,3,BAKER BROS ADVISORS LP
"BAKER COMMUNICATIONS FUND II (QP), L.P.",3,BAKER COMMUNICATIONS FUND II QP LP
"BAKER HUGHES INCORPORATED, A CORP. OF DE",3,BAKER HUGHES INC A CORP OF DE
"BAKER, BEN",3,BAKER BEN
"BANCA QUADRUM, S.A.",3,BANCA QUADRUM SA
"BANCBOSTON FINANCIAL COMPANY,",3,BANCBOSTON FINANCIAL CO
"BANK OF AMERICA NATIONAL TRUST AND SAVING ASSOCIATION, AS AGENT AGENCY MANAGEMENT SERVICES",3,BANK OF AMERICA NATIONAL TRUST & SAVING ASSOCIATION AGENCY MANAGEMENT SERVICES
"BANK OF AMERICA TRUST AND SAVINGS ASSOCIATION, AS AGENT",3,BANK OF AMERICA TRUST & SAVINGS ASSOCIATION
"BANK OF AMERICA, AS SENIOR CREDITOR AGENT",3,BANK OF AMERICA AS SENIOR CREDITOR AGENT
"BANK OF AMERICA, N.A. (SUCCESSOR BY MERGER TO FLEET NATIONAL BANK), AS AGENT",3,BANK OF AMERICA NA SUCCESSOR BY MERGER TO FLEET NATIONAL BANK
"BANK OF AMERICA, N.A., AS ADMINISTRATIVE AGANT",3,BANK OF AMERICA NA AS ADMINISTRATIVE AGANT
"BANK OF AMERICA, NATIONAL TRUST AND SAVINGS ASSOCIATION",3,BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION
BANK OF MARYLAND,3,BANK OF MARYLAND
BANK OF NEW ENGLAND,3,BANK OF NEW ENGLAND
"BANK OF NEW ENGLAND, N.A.",3,BANK OF NEW ENGLAND NA
"BANK OF NOVA SCOTIA AS ADMINISTRATIVE AGENT, THE",3,BANK OF NOVA SCOTIA
"BANK OF SCOTLAND, AS AGENT",3,BANK OF SCOTLAND
BANK OF TUCSON,3,BANK OF TUCSON
"BANK ONE, LEXINGTON, NA, 200 WEST VINE STREET LEXINGTON, KY 40507",3,BANK ONE LEXINGTON NA 200 WEST VINE STREET LEXINGTON KY 40507
"BANKERS TRUST COMPANY, A NEW YORK BANKING CORP.",3,BANKERS TRUST CO A NEW YORK BANKING CORP
"BANKERS TRUST CORPORATION, AS ADMINISTRATIVE AGENT",3,BANKERS TRUST CORP
BANKERSTRUST COMPANY,3,BANKERSTRUST CO
"BANQUE INDOSUEZ, NEW YORK BRANCH",3,BANQUE INDOSUEZ NEW YORK BRANCH
"BARCLAYS BUSINESS CREDIT, INC., A CORP. OF CT",3,BARCLAYS BUSINESS CREDIT INC A CORP OF CT
"BARCLAYS, PLC",3,BARCLAYS PLC
"BATTERSON, JOHNSON & WANG",3,BATTERSON JOHNSON & WANG
"BAXTER HEALTHCARE CORPORATION, AS AGENT FOR BAXTER HEALTHCARE CORPORATION AND BAXTER INTERNATIONAL INC.",3,BAXTER HEALTHCARE CORP FOR BAXTER HEALTHCARE CORPORATIONAND BAXTER INTERNATIONAL INC
"BAY CITY CAPITAL FUND IV, L.P.",3,BAY CITY CAPITAL FUND IV LP
"BBB FUNDING, LLC",3,BBB FUNDING LLC
"BCMF TRUSTEES, LLC",3,BCMF TRUSTEES LLC
"BECKER, ROBERT J. AND JUNE G., JTWROS",3,BECKER ROBERT J & JUNE G JTWROS
"BELL FAMILY TRUST DATED 2/2/95, AS AMENDED",3,BELL FAMILY TRUST DATED 2 2 95 AS AMENDED
"BENAROYA CAPITAL COMPANY, L.L.C.",3,BENAROYA CAPITAL CO LLC
"BENNETT LIVING TRUST, MICHAEL BENNETT, TRUSTEE U/A 3-12-1992",3,BENNETT LIVING TRUST MICHAEL BENNETT TRUSTEE U A 3-12-1992
"BENTON, OREN L.",3,BENTON OREN L
BIBICOFF FAMILY TRUST,3,BIBICOFF FAMILY TRUST
"BIODELIVERY SCIENCES INTERNATIONAL, INC.",3,BIODELIVERY SCIENCES INTERNATIONAL INC
"BISF AGENT LLC, AS COLLATERAL AGENT",3,BISF AGENT LLC
"BLACK, DONALD E.",3,BLACK DONALD E
"BLACKBURN, JOHN W.",3,BLACKBURN JOHN W
BLUE HILLS BANK,3,BLUE HILLS BANK
"BMO HARRIS FINANCING, INC.",3,BMO HARRIS FINANCING INC
"BNP PARIBAS, A FRENCH BANKING CORPORATION",3,BNP PARIBAS A FRENCH BANKING CORP
"BOSCH, WALTER",3,BOSCH WALTER
BOSTON LOCAL DEVELOPMENT CORPORATION,3,BOSTON LOCAL DEVELOPMENT CORP
"BRACCO AMT, INC.",3,BRACCO AMT INC
"BRASSFIELD, SCOTT",3,BRASSFIELD SCOTT
"BREAKWATER STRUCTURED GROWTH OPPORTUNITIES FUND, L.P.",3,BREAKWATER STRUCTURED GROWTH OPPORTUNITIES FUND LP
"BREDENBERG, GORDON J.",3,BREDENBERG GORDON J
"BROADOAK FUND II, LLC",3,BROADOAK FUND II LLC
"BROADOAK FUND III, LLC",3,BROADOAK FUND III LLC
"BROOKS, FRANKLIN W.",3,BROOKS FRANKLIN W
"BROWN BROTHERS HARRIMAN & CO., AS ADMINISTRATIVE AGENT",3,BROWN BROTHERS HARRIMAN & CO
BRUCE LARSON SEP IRA,3,BRUCE LARSON SEP IRA
"BUSHIDO CAPITAL MASTER FUND, LP",3,BUSHIDO CAPITAL MASTER FUND LP
BUSINESS ALLIANCE CAPITAL CORP.,3,BUSINESS ALLIANCE CAPITAL CORP
"BUSINESS DEVELOPMENT CORPORATION OF AMERICA, AS ADMINISTRATIVE AGENT",3,BUSINESS DEVELOPMENT CORP OF AMERICA
"BYRD, AS LENDER REPRESENTATIVE, ANDREW",3,BYRD AS LENDER REPRESENTATIVE ANDREW
"CAISSON BREAKWATER FUND, LP",3,CAISSON BREAKWATER FUND LP
"CAISSON BREAKWATER FUND, LTD.",3,CAISSON BREAKWATER FUND LTD
"CALLA INVESTMENTS, LLC",3,CALLA INVESTMENTS LLC
CALTOS VENTURE CAPITAL FUND 2000 LP,3,CALTOS VENTURE CAPITAL FUND 2000 LP
"CAMBRIDGE STRATEGIES GROUP, LLC",3,CAMBRIDGE STRATEGIES GROUP LLC
CANADIAN IMPERIAL BANK OF COMMERCE AS AGENT,3,CANADIAN IMPERIAL BANK OF COMMERCE
"CAPITAL BUSINESS CREDIT, A DIVION OF CAPITAL FACTORS, INC.",3,CAPITAL BUSINESS CREDIT A DIVION OF CAPITAL FACTORS INC
"CAPX FUND IV, L.P.",3,CAPX FUND IV LP
CARGO HOLDINGS LLC,3,CARGO HOLDINGS LLC
"CARSON, WILLIAM H",3,CARSON WILLIAM H
"CASPI, SILVAN PADNOS",3,CASPI SILVAN PADNOS
CASTLEMAN FAMILY FOUNDATION,3,CASTLEMAN FAMILY FOUNDATION
"CAUSEWAY BAY CAPITAL, LLC",3,CAUSEWAY BAY CAPITAL LLC
"CAVALIER, MICHAEL JOSEPH, JR",3,CAVALIER MICHAEL JOSEPH JR
"CB CORPORATE FINANCE, LLC",3,CB CORPORATE FINANCE LLC
"CERBERUS YP ARRANGER, LLC, AS COLLATERAL AGENT",3,CERBERUS YP ARRANGER LLC
CFRR HOLDINGS LLC,3,CFRR HOLDINGS LLC
"CFS 915 LLC, AS SECURITY TRUSTEE AND SECURITY AGENT",3,CFS 915 LLC AS SECURITY TRUSTEE & SECURITY AGENT
"CHASE BANK OF TEXAS, NATIONAL ASSOCIATION, AS COLLATERAL AGENT, THE",3,CHASE BANK OF TEXAS NA
"CHASE MANHATTAN BANK, THE (AS COLLATERAL AGENT)",3,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE (NATIONAL ASSOCIATION)",3,CHASE MANHATTAN BANK THE NA
"CHASE MANHATTAN BANK, THE, (AS ADMINISTRATIVE AGENT)",3,CHASE MANHATTAN BANK
CHASSIS LINER CORPORATION,3,CHASSIS LINER CORP
CHRISTOPHER JENNINGS AND KAREN JENNINGS,3,CHRISTOPHER JENNINGS & KAREN JENNINGS
"CHROMIS FIBEROPTICS, LLC",3,CHROMIS FIBEROPTICS LLC
"CIC STANDBY VENTURES, LP",3,CIC STANDBY VENTURES LP
"CIT GROUP/BUSINESS CREDIT, INC, THE",3,CIT GROUP BUSINESS CREDIT INC
"CIT GROUP/CREDIT FINANCE, INC., THE 332 SOUTH MICHIGAN",3,CIT GROUP CREDIT FINANCE INC THE 332 SOUTH MICHIGAN
"CITIBANK, N.A. AS AGENT FOR CITIBANK, N.A., THE BANK OF NEW YORK BANK OF MONTREAL, AND FIRST WISCONSIN NATIONAL BANK OF MILWAUKEE",3,CITIBANK NA FOR CITIBANK NA THE BANK OF NEW YORK BANK OF MONTREAL & FIRST WISCONSIN NATIONAL BANK OF MILWAUKEE
"CITICORP INDUSTRIAL CREDIT, A CORP OF DE",3,CITICORP INDUSTRIAL CREDIT A CORP OF DE
"CITICORP INDUSTRIAL CREDIT, INC., A CORP. OF DE.",3,CITICORP INDUSTRIAL CREDIT INC A CORP OF DE
"CITICORP NORTH AMERICA, INC., 599 LEXINGTON AVE., NEW YORK, NY 10043 A CORP. OF DE",3,CITICORP NORTH AMERICA INC 599 LEXINGTONAVE NEW YORK NY 10043 A CORP OF DE
"CITICORP USA, INC. C/O CITIBANK DELAWARE",3,CITICORP USA INC C O CITIBANK DELAWARE
CLARENT CORPORATION,3,CLARENT CORP
"CLARK, RONALD E. AND SANDRA L., JTWROS",3,CLARK RONALD E & SANDRA L JTWROS
"CLEAN AIR PARTNERS, INC.",3,CLEANAIR PARTNERS INC
CLOCK LLC,3,CLOCK LLC
"CLOUDFLARE, INC.",3,CLOUDFLARE INC
"COHEN, GORDON S.",3,COHEN GORDON S
COLE TAYLOR BANK/MAIN,3,COLE TAYLOR BANK MAIN
"COLLATERAL, BARBARA R., COLLATERAL AGENT",3,COLLATERAL BARBARA R COLLATERAL AGENT
"COLLETTE COZEAN & STUART MICELSO, P",3,COLLETTE COZEAN & STUART MICELSO P
COMERICA BANK-CALIFORIA,3,COMERICA BANK-CALIFORIA
"COMMONWEALTH ASSOCIATES, L.P.",3,COMMONWEALTH ASSOCIATES LP
"COMPASS AUTOMOTIVE FINCO, LLC",3,COMPASS AUTOMOTIVE FINCO LLC
"COMPUTER ASSOCIATES INTERNATIONAL, INC.",3,COMPUTER ASSOCIATES INTERNATIONAL INC
"CONCERT DEBT, LLC",3,CONCERT DEBT LLC
CONCORDE 1985 VENTURE INVESTORS,3,CONCORDE 1985 VENTURE INVESTORS
"CONGRESS FINANCIAL CORPORATION (NEW ENGLAND), A MASSACHUSETTS CORPORATION",3,CONGRESS FINANCIAL CORP NEW ENGLAND A MASSACHUSETTS CORP
CONGRESS FINANCIAL CORPORATION (SOUTHWEST),3,CONGRESS FINANCIAL CORP SOUTHWEST
"CONGRESS FINANCIAL CORPORATION, 1133 AVENUE OF THE AMERICAS, NEW YORK, N.Y. 10036 A CORP. OF CA.",3,CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK N Y 10036 A CORP OF CA
CONNECTICUT INNOVATIONS INCORPORATED,3,CONNECTICUT INNOVATIONS INC
CONNECTICUT INNOVATIONS INCORPORATED A CORP. OF CT.,3,CONNECTICUT INNOVATIONS INC A CORP OF CT
CONSTANCE A. JUNGHANS,3,CONSTANCE A JUNGHANS
CONTINENTIAL ELECTRONICS CORPORATION,3,CONTINENTIAL ELECTRONICS CORP
"CORPORATE PARTNERS, INC., 5956 SHERRY LANE, STE. 900, DALLAS, TX 75225, A TX CORP.",3,CORPORATE PARTNERS INC 5956 SHERRY LANE STE 900 DALLAS TX 75225 A TX CORP
"CORPORATE PARTNERS, INCORPORATED, A CORP OF TX",3,CORPORATE PARTNERS INC A CORP OF TX
COUNTRY CLUB BANK,3,COUNTRY CLUB BANK
"CPV SOLAR LLC C/O HARPER CONSTRUCTION COMPANY, INC.",3,CPV SOLAR LLC C O HARPER CONSTRUCTION CO INC
CRAFT3,3,CRAFT3
"CREDIT SUISSE AG, SYDNEY BRANCH",3,CREDIT SUISSE AG SYDNEY BRANCH
"CRESCENT DIRECT LENDING, LLC, AS AGENT",3,CRESCENT DIRECT LENDING LLC
"CRESTLINE DIRECT FINANCE, L.P., AS ADMINISTRATIVE AGENT, COLLATERAL AGENT AND SOLE LEAD ARRANGER",3,CRESTLINE DIRECT FINANCE LP COLLATERAL AGENT & SOLE LEAD ARRANGER
CRESTMARK BANK,3,CRESTMARK BANK
"CRISCITO, MARIO A.",3,CRISCITO MARIO A
"CROSSING AUTOMATION, INC",3,CROSSING AUTOMATION INC
"CRSI, INC.",3,CRSI INC
"CRUCIAN TRANSITION, INC.",3,CRUCIAN TRANSITION INC
"CRYOLIFE, INC.",3,CRYOLIFE INC
"CYMETECH, LLC",3,CYMETECH LLC
"CYPRESS MERCHANT BANKING PARTNERS, L.P.",3,CYPRESS MERCHANT BANKING PARTNERS LP
"CYPRESS OFFSHORE PARTNERS, L.P.",3,CYPRESS OFFSHORE PARTNERS LP
DAN PREVOZNAK,3,DAN PREVOZNAK
"DAUPHIN DEPOSIT BANK & TRUST COMPANY, A PENNSYLVANIA BANKING CORPORATION",3,DAUPHIN DEPOSIT BANK & TRUST CO A PENNSYLVANIA BANKING CORP
"DAVID GELBAUM, TRUSTEE, THE QUERCUS TRUST",3,DAVID GELBAUM TRUSTEE THE QUERCUS TRUST
DBJ 2001 HOLDINGS LLC,3,DBJ 2001 HOLDINGS LLC
DEANMOORE HOLDINGS LIMITED,3,DEANMOORE HOLDINGS LTD
"DEBTOR AND GIBRALTAR SAVINGS ASSOCIATION, A TX SAVINGS AND LOAN ASSOC.",3,DEBTOR & GIBRALTAR SAVINGS ASSOCIATION A TX SAVINGS & LOANASSOC
"DEERFIELD PRIVATE DESIGN FUND III, L.P., AS AGENT",3,DEERFIELD PRIVATE DESIGN FUND III LP
"DEGEORGE HOLDINGS THREE, LLC",3,DEGEORGE HOLDINGS THREE LLC
"DEGIAN, JANE",3,DEGIAN JANE
DELAWARE TRUST COMPANY AS TRUSTEE AND COLLATERAL AGENT,3,DELAWARE TRUST CO & COLLATERAL AGENT
"DESAI, ANKUR V",3,DESAI ANKUR V
"DEUTSCHE BANK TRUST COMPANY AMERICAS (FORMERLY KNOWN AS BANKERS TRUST COMPANY), AS COLLATERAL AGENT",3,DEUTSCHE BANK TRUST CO AMERICAS FORMERLY KNOWNAS BANKERS TRUST CO
DEUTSCHE BANK TRUST COMPANY AMERICAS CORPORATE TRUST & AGENCY SERVICES,3,DEUTSCHE BANK TRUST CO AMERICAS CORPORATE TRUST & AGENCY SERVICES
"DFJ ELEMENT, L.P., AS SECURED PARTY AND AGENT",3,DFJ ELEMENT LP AS SECURED PARTY & AGENT
"DIGIANDOMENICO, ANTHONY",3,DIGIANDOMENICO ANTHONY
DIGITAL NETWORKS NORTH AMERICA,3,DIGITAL NETWORKS NORTH AMERICA
"DISCOVER GROWTH FUND, LLC",3,DISCOVER GROWTH FUND LLC
"DLJ VENTURE CAPITAL FUND II, L.P., A DE LIMITED PARTNERSHIP",3,DLJ VENTURE CAPITAL FUND II LP A DE LTD PARTNERSHIP
"DMTR, LLC",3,DMTR LLC
"DOMAIN PARTNERS VI, L.P.",3,DOMAIN PARTNERS VI LP
"DRESDNER BANK AG NIEDERLASSUNG LUXEMBURG, AS SECURITY TRUSTEE",3,DRESDNER BANK AG NIEDERLASSUNG LUXEMBURG AS SECURITY TRUSTEE
"DREW, ELIEZER",3,DREW ELIEZER
DRUG ROYALTY LLC,3,DRUG ROYALTY LLC
"DTV SATELLITE BROADBAND, LLC",3,DTV SATELLITE BROADBAND LLC
DULVERTON HOLDINGS LIMITED,3,DULVERTON HOLDINGS LTD
E. WILLIAM RADANY,3,E WILLIAM RADANY
E.I. DU PONT DE NEMOURS AND COMPANY,3,E I DU PONT DE NEMOURS & CO
"E.SUN COMMERCIAL BANK, LTD",3,E SUN COMMERCIAL BANK LTD
"EAGLE & TAYLOR COMPANY F/K/A AMERICAN ARCHITECTURAL PRODUCTS, INC.",3,EAGLE & TAYLOR CO F K A AMERICANARCHITECTURAL PRODUCTS INC
EASTERN CAPITAL LIMITED,3,EASTERN CAPITAL LTD
ECAPITAL ASSET BASED LENDING CORP.,3,ECAPITAL ASSET BASED LENDING CORP
"ECLIPSE BUSINESS CAPITAL, LLC",3,ECLIPSE BUSINESS CAPITAL LLC
"EDELSON V, L.P.",3,EDELSON V LP
ELECTRICAL CONSTRUCTORS,3,ELECTRICAL CONSTRUCTORS
"ELWAY, JOHN A",3,ELWAY JOHNA
"EMERGING ALLIANCE FUND, L.P.",3,EMERGING ALLIANCE FUND LP
"ENDEAVOUR STRUCTURED EQUITY AND MEZZANINE FUND I, L.P. (AS LEAD PURCHASER)",3,ENDEAVOUR STRUCTURED EQUITY & MEZZANINE FUND I LP AS LEAD PURCHASER
"ENIGMA INFORMATION SYSTEMS, LTD.",3,ENIGMA INFORMATION SYSTEMS LTD
ENTERPRISE CAPITAL CORPORATION,3,ENTERPRISE CAPITAL CORP
"ENTERPRISE PARTNERS V, L.P.",3,ENTERPRISE PARTNERS V LP
"EQUITY DYNAMICS, INC.",3,EQUITY DYNAMICS INC
"EQUITY TRUST COMPANY, CUSTODIAN FBO ROBERT C. CLIFFORD IRA, 6.67% UNDIVIDED INTEREST",3,EQUITY TRUST CO CUSTODIAN FBO ROBERT C CLIFFORD IRA 6 67 UNDIVIDED INTEREST
"ESTRIN, ALLEN",3,ESTRIN ALLEN
"FACTOR QUADRUM DE MEXICO, S.A. DE C.V.",3,FACTOR QUADRUM DE MEXICO SA DE C V
"FEDERAL DEPOSIT INSURANCE CORPORATION, THE, AS RECEIVER OF NEW BANK OF NEW ENGLAND, N.A.",3,FEDERAL DEPOSIT INSURANCE CORP THE AS RECEIVER OF NEW BANK OF NEW ENGLAND NA
"FERRARA, RALPH P",3,FERRARA RALPH P
FINANCIERE DE LA SEIGNEURIE,3,FINANCIERE DE LA SEIGNEURIE
FINOVA MEZZANINE CAPITAL INC.,3,FINOVA MEZZANINE CAPITAL INC
FINOVELEC,3,FINOVELEC
"FIRST BANK BUSINESS CAPITAL, INC.",3,FIRST BANK BUSINESS CAPITAL INC
"FIRST BANK NATIONAL ASSOCIATION, AS TRUSTEE",3,FIRST BANK NA
FIRST CITY BANK MARKET CENTER N.A.,3,FIRST CITY BANK MARKET CENTER NA
"FIRST CITY NATIONAL BANK OF HOUSTON, 1001 MAIN ST., HOUSTON, TX. 77002 A NATIONAL BANKING ASSOCIATION",3,FIRST CITY NATIONAL BANK OF HOUSTON 1001 MAIN ST HOUSTON TX 77002 A NATIONAL BANKING ASSOCIATION
"FIRST CITY NATIONAL BANK OF HOUSTON, 1001 MAIN STREET, HOUSTON, TEXAS 77002, A NATIONAL BANKING ASSOCIATION OF TEXAS",3,FIRST CITY NATIONAL BANK OF HOUSTON 1001 MAIN STREET HOUSTON TEXAS 77002 A NATIONAL BANKING ASSOCIATION OF TEXAS
FIRST NATIONAL BANK OF BOSTON THE (THE BANK),3,FIRST NATIONAL BANK OF BOSTON THE THE BANK
"FIRST NATIONAL BANK OF BOSTON, THE,",3,FIRST NATIONAL BANK OF BOSTON
"FIRST REPUBLICBANK DALLAS, N.A.",3,FIRST REPUBLICBANK DALLAS NA
FIRST UNION NATIONAL BANK OF FLORIDA,3,FIRST UNION NATIONAL BANK OF FLORIDA
"FLEET BANK OF MASSACHUSETTS, N.A., AS AGENT FOR THE LENDERS",3,FLEET BANK OF MASSACHUSETTS NA FOR THE LENDERS
"FLEET BANK OF MASSACHUSETTS, NA",3,FLEET BANK OF MASSACHUSETTS NA
"FLEET CAPITAL CANADA CORPORATION, AS CANADIAN AGENT",3,FLEET CAPITAL CANADA CORP AS CANADIANAGENT
"FLEET CAPITAL CORPORATION, AS AGENT AND LENDER",3,FLEET CAPITAL CORP & LENDER
"FLEET CAPITAL, CORPORATION, AS AGENT",3,FLEET CAPITAL CORP
"FLEET NATIONAL BANK, AS AGENT, ACTING FOR ITSELF AND OTHER LENDERS UNDER THE CREDIT AGREEMENT DATED FEBRUARY 19. 1997",3,FLEET NATIONAL BANK ACTING FOR ITSELF & OTHER LENDERS UNDER THE CREDIT AGREEMENT DATED FEBRUARY 19 1997
FM PRECISION GOLF MANUFACTURING CORP.,3,FM PRECISION GOLF MANUFACTURING CORP
FMPGMC SUB INC.,3,FMPGMC SUB INC
"FORSBERG, PAUL J.",3,FORSBERG PAUL J
"FORTRESS CREDIT CO LLC, AS COLLATERAL AGENT",3,FORTRESS CREDIT CO LLC
"FORTRESS CREDIT CORP., AS ADMINISTRATIVE AGENT",3,FORTRESS CREDIT CORP
"FOSS, DRUCILLA M.",3,FOSS DRUCILLA M
"GAMMA OPPORTUNITY CAPITAL PARTNERS, LP CLASS C",3,GAMMA OPPORTUNITY CAPITAL PARTNERS LP CLASS C
