ee_name,freq,entity_id,standard_name
PROTONEX TECHNOLOGY CORPORATION,17,non_financial_14211,PROTONEX TECHNOLOGY CORP
"QUOVA, INC.",17,non_financial_2735,QUOVA
"RDEN MANAGEMENT, INC.",17,non_financial_14508,RDEN MANAGEMENT INC
REALISTIC ROUX PROFESSIONAL PRODUCTS INC.,17,non_financial_14526,REALISTIC ROUX PROFESSIONAL PRODUCTS INC
"REATA PHARMACEUTICALS, INC.",17,non_financial_2757,REATA PHARMACEUTICALS
"REV AMBULANCE GROUP ORLANDO, INC. (FORMERLY WHEELED COACH INDUSTRIES, INC.)",17,non_financial_2798,REV AMBULANCE GROUP ORLANDO
"REV RECREATION GROUP, INC. (FORMERLY ALLIED RECREATION GROUP, INC. (FORMERLY FLEETWOOD RV, INC.))",17,non_financial_2799,REV RECREATION GROUP
REVLON (PUERTO RICO) INC.,17,non_financial_14687,REVLON PUERTO RICO INC
REVLON CANADA INC.,17,non_financial_14688,REVLON CANADA INC
REVLON DEVELOPMENT CORP.,17,non_financial_14689,REVLON DEVELOPMENT CORP
"REVLON GOVERNMENT SALES, INC.",17,non_financial_14690,REVLON GOVERNMENT SALES INC
REVLON INTERNATIONAL CORPORATION,17,non_financial_14691,REVLON INTERNATIONAL CORP
REVLON PROFESSIONAL HOLDING COMPANY LLC,17,non_financial_14692,REVLON PROFESSIONAL HOLDING CO LLC
"REVLON, INC.",17,non_financial_14693,REVLON INC
RIROS CORPORATION,17,non_financial_14778,RIROS CORP
RIROS GROUP INC.,17,non_financial_14779,RIROS GROUP INC
"RML, LLC",17,non_financial_14802,RML LLC
"ROUX PROPERTIES JACKSONVILLE, LLC",17,non_financial_14890,ROUX PROPERTIES JACKSONVILLE LLC
RTP PHARMA CORPORATION,17,non_financial_14925,RTP PHARMA
RTP PHARMA INC.,17,non_financial_14925,RTP PHARMA
SENORET CHEMICAL COMPANY,17,non_financial_15259,SENORET CHEMICAL CO
SERVA CORPORATION,17,non_financial_15309,SERVA CORP
SERVA GROUP LLC,17,non_financial_15310,SERVA GROUP LLC
SKYEPHARMA AG,17,non_financial_15510,SKYEPHARMA AG
"SOLARFLARE COMMUNICATIONS, INC.",17,non_financial_15624,SOLARFLARE COMMUNICATIONS INC
SPEAKEZ,17,non_financial_18342,SPEAKEZ
"SPEAKEZ, INC.",17,non_financial_18342,SPEAKEZ
"ST. LOUIS MUSIC, INC.",17,non_financial_3076,ST LOUIS MUSIC
STANADYNE CORPORATIN,17,non_financial_15896,STANADYNE CORPORATIN
"STANT CORPORATION, THE",17,non_financial_3082,STANT CORP
"STARCOM MEDIATECH, INC.",17,non_financial_15919,STARCOM MEDIATECH INC
"STARGUIDE DIGITAL NETWORKS, INC.",17,non_financial_15922,STARGUIDE DIGITAL NETWORKS INC
STIMSONITE CORPORATION,17,non_financial_15994,STIMSONITE CORP
"STOODY DELORO STELLITE, INC.",17,non_financial_3104,STOODY DELORO STELLITE
STRASBAUGH,17,non_financial_18344,STRASBAUGH
T-NETIX,17,non_financial_18345,T-NETIX
"TOYMAX, INC.",17,non_financial_16821,TOYMAX INC
"TRU VUE, INC.",17,non_financial_16998,TRU VUE INC
"UTAH MEDICAL PRODUCTS, INC.",17,non_financial_17284,UTAH MEDICAL PRODUCTS INC
"VENTURE LENDING & LEASING IV, INC.",17,non_financial_3441,VENTURE LENDING & LEASING IV
"VICTOR EQUIPMENT COMPANY, INC.",17,non_financial_3469,VICTOR EQUIPMENT CO
"WELLS FARGO BANK., N.A., AS COLLATERAL AGENT",17,non_financial_3575,WELLS FARGO BANK NA
"XETA TECHNOLOGIES, INC.",17,non_financial_18118,XETA TECHNOLOGIES INC
"2WIRE, INC.",16,non_financial_3673,2WIRE INC
"A.T.X. INTERNATIONAL, INC.",16,non_financial_3733,A T X INTERNATIONAL INC
"ABAXIX, INC.",16,non_financial_3753,ABAXIX INC
"ACCESSLINE TECHNOLOGIES, INC.",16,non_financial_3805,ACCESSLINE TECHNOLOGIES INC
"ACTION TRANSPORT, INC.",16,non_financial_45,ACTION TRANSPORT
ACTUATE CORPORATION,16,non_financial_3914,ACTUATE CORP
ACTUATE INTERNATIONAL CORPORATION,16,non_financial_3915,ACTUATE INTERNATIONAL CORP
"ADFLEX SOLUTIONS, INC.",16,non_financial_3965,ADFLEX SOLUTIONS INC
"AEGION COATING SERVICES, LLC",16,non_financial_71,AEGION COATING SERVICES LLC
"ALNYLAM PHARMACEUTICALS, INC.",16,non_financial_4319,ALNYLAM PHARMACEUTICALS INC
"AMERICAN MEDICAL SYSTEMS, INC. F/K/A WPAMS ACQUISITION CORP.",16,non_financial_18414,AMERICAN MEDICAL SYSTEMS INC F K A WPAMS ACQUISITION CORP
"ANDIGILOG, INC.",16,non_financial_4569,ANDIGILOG INC
"AQUA PRODUCTS, INC.",16,non_financial_4698,AQUA PRODUCTS INC
"ARRIS GLOBAL LIMITED, F/K/A PACE PLC",16,non_financial_18424,ARRIS GLOBAL LTD F K A PACE PLC
"ASHLAND PRODUCTS, INC.",16,non_financial_328,ASHLAND PRODUCTS A DE CORP
"AURORA NETWORKS, INC.",16,non_financial_4974,AURORA NETWORKS INC
AVECIA HOLDINGS INC.,16,non_financial_5033,AVECIA HOLDINGS INC
AVECIA INC.,16,non_financial_397,AVECIA
AVECIA INVESTMENTS LIMITED,16,non_financial_5034,AVECIA INVESTMENTS LTD
AVECIA IPC INC.,16,non_financial_397,AVECIA
BALDWIN GRAPHIC SYSTEMS INC.,16,non_financial_421,BALDWIN GRAPHIC SYSTEMS
"BALDWIN TECHNOLOGY COMPANY, INC.",16,non_financial_423,BALDWIN TECHNOLOGY CO
"BANK OF NOVA SCOTIA, AS AGENT, THE",16,non_financial_439,BANK OF NOVA SCOTIA
"BANK OF NOVA SCOTIA, THE, AS AGENT",16,non_financial_439,BANK OF NOVA SCOTIA
"BIODELIVERY SCIENCES INTERNATIONAL, INC.",16,non_financial_5380,BIODELIVERY SCIENCES INTERNATIONAL INC
"BIRTCHER MEDICAL SYSTEMS, INC.",16,non_financial_522,BIRTCHER MEDICAL SYSTEMS CA CORP
BLACKBOARD CONNECT INC.,16,non_financial_533,BLACKBOARD CONNECT
BLOOM ENERGY CORPORATION,16,non_financial_5501,BLOOM ENERGY CORP
BLUECAT NETWORKS (USA) INC.,16,non_financial_542,BLUECAT NETWORKS USA
"BLUECAT NETWORKS, INC.",16,non_financial_542,BLUECAT NETWORKS USA
"BOISE PACKAGING & NEWSPRINT, L.L.C.",16,non_financial_554,BOISE PACKAGING & NEWSPRINT LLC
"BOISE WHITE PAPER, L.L.C.",16,non_financial_555,BOISE WHITE PAPER LLC
"BROYHILL FURNITURE INDUSTRIES, INC.",16,non_financial_602,BROYHILL FURNITURE INDUSTRIES A CORP OF NC
"BROYHILL HOME FURNISHINGS, INC.",16,non_financial_603,BROYHILL HOME FURNISHINGS
"BROYHILL RETAIL, INC.",16,non_financial_604,BROYHILL RETAIL
"CADENCE DESIGN SYSTEMS, INC.",16,non_financial_5866,CADENCE DESIGN SYSTEMS INC
CARESTREAM HEALTH FRANCE,16,non_financial_667,CARESTREAM HEALTH
CARESTREAM HEALTH LTD.,16,non_financial_667,CARESTREAM HEALTH
"CATALINA MARKETING TECHNOLOGY SOLUTIONS, INC.",16,non_financial_18537,CATALINA MARKETING TECHNOLOGY SOLUTIONS INC
"CATALINA-PACIFIC MEDIA, L.L.C.",16,non_financial_677,CATALINA-PACIFIC MEDIA LLC
CELLNET GROUP INC.,16,non_financial_696,CELLNET GROUP
CELLNET HOLDING CORP.,16,non_financial_697,CELLNET HOLDING CORP
"CELLNET INNOVATIONS, INC.",16,non_financial_6163,CELLNET INNOVATIONS INC
"CELLNET TECHNOLOGY MIDWEST, INC.",16,non_financial_698,CELLNET TECHNOLOGY
"CELLNET TECHNOLOGY NORTHEAST, INC.",16,non_financial_698,CELLNET TECHNOLOGY
"CELLNET TECHNOLOGY, INC.",16,non_financial_698,CELLNET TECHNOLOGY
CHASE MANHATTAN BANK (F/K/A CHEMICAL BANK),16,non_financial_729,CHASE MANHATTAN BANK F K A CHEMICAL BANK
CHECKOUT HOLDING CORP.,16,non_financial_6308,CHECKOUT HOLDING CORP
CINCINNATI MACHINE KOREA CORP.,16,non_financial_750,CINCINNATI MACHINE LLC
CINCINNATI MACHINE LIMITED,16,non_financial_750,CINCINNATI MACHINE LLC
CMJ INVESTMENTS L.L.C.,16,non_financial_777,CMJ INVESTMENTS LLC
CONNECTICS CORPORATION,16,non_financial_6750,CONNECTICS CORP
"CONSTELLIUM ROLLED PRODUCTS RAVENSWOOD, LLC",16,non_financial_6775,CONSTELLIUM ROLLED PRODUCTS RAVENSWOOD LLC
"CONTECH CASTINGS, LLC",16,non_financial_6782,CONTECH CASTINGS LLC
"CONTROL DATA SYSTEMS, INC.",16,non_financial_18621,CONTROL DATA SYSTEMS INC
COVER-POOLS INCORPORATED,16,non_financial_6897,COVER-POOLS INC
"COVERIS TECHNOLOGY LLC (FORMERLY KNOWN AS EXOPACK-TECHNOLOGY, LLC",16,non_financial_886,COVERIS TECHNOLOGY LLC FORMERLY EXOPACK-TECHNOLOGY LLC
CPI RADANT TECHNOLOGIES DIVISION INC.,16,non_financial_894,CPI RADANT TECHNOLOGIES DIVISION
CPI RADIANT TECHNOLOGIES DIVISION INC.,16,non_financial_894,CPI RADANT TECHNOLOGIES DIVISION
"CSWS, INC.",16,non_financial_7050,CSWS INC
DECKERS OUTDOOR CORPORATION,16,non_financial_986,DECKERS OUTDOOR CORP
DEL MONTE FOODS COMPANY,16,non_financial_18668,DEL MONTE FOODS CO
"DESIGN PACKAGING, INC.",16,non_financial_7403,DESIGN PACKAGING INC
"DEXTER MAGNETIC TECHNOLOGIES, INC.",16,non_financial_1022,DEXTER MAGNETIC TECHNOLOGIES
"DOLPHIN MEDICAL, INC.",16,non_financial_7571,DOLPHIN MEDICAL INC
EAGLEPICHER CORPORATION (F/K/A NEW EAGLEPICHER CORPORATION),16,non_financial_1115,EAGLEPICHER CORP
EAGLEPICHER MANAGEMENT COMPANY,16,non_financial_7779,EAGLEPICHER MANAGEMENT CO
"EAGLEPICHER TECHNOLOGIES, LLC (F/K/A NEW EAGLEPICHER TECHNOLOGIES, LLC)",16,non_financial_1117,EAGLEPICHER TECHNOLOGIES LLC
"ELLIE MAE, INC.",16,non_financial_7951,ELLIE MAE INC
"EMERALD HILTON DAVIS, LLC",16,non_financial_1166,EMERALD HILTON DAVIS LLC
"EXCELITAS TECHNOLOGIES CORP. (SUCCESSOR-IN-INTEREST TO PERKINELMER SENSORS, INC., PERKINELMER ILLUMINATION, INC. AND PERKINELMER LED SOLUTIONS, INC.)",16,non_financial_1251,EXCELITAS TECHNOLOGIES CORP
"FIRST NATIONAL BANK OF BOSTON, THE",16,non_financial_1317,FIRST NATIONAL BANK OF CHICAGO
"FLUID POWER INC., A CORP. OF DE",16,non_financial_1337,FLUID POWER
"FRS GROUP, LP",16,non_financial_8776,FRS GROUP LP
"FURNITURE BRANDS HOLDINGS, INC.",16,non_financial_1362,FURNITURE BRANDS INTERNATIONAL
"FURNITURE BRANDS INTERNATIONAL, INC.",16,non_financial_1362,FURNITURE BRANDS INTERNATIONAL
"FURNITURE BRANDS OPERATIONS, INC.",16,non_financial_1362,FURNITURE BRANDS INTERNATIONAL
"FURNITURE BRANDS RESOURCE COMPANY, INC.",16,non_financial_1362,FURNITURE BRANDS INTERNATIONAL
GARLOCK SEALING TECHNOLOGIES LLC,16,non_financial_1374,GARLOCK SEALING TECHNOLOGIES LLC
GATORADE ACQUISITION CORP.,16,non_financial_8882,GATORADE ACQUISITION CORP
GP STRATEGIES CORPORATION,16,non_financial_1365,GP STRATEGIES CORP
"HARROW IP, LLC",16,non_financial_9389,HARROW IP LLC
"HDM FURNITURE INDUSTRIES, INC.",16,non_financial_1546,HDM FURNITURE INDUSTRIES
"HDM RETAIL, INC.",16,non_financial_1547,HDM RETAIL
HEARTLAND CONSUMER PRODUCTS LLC,16,non_financial_9474,HEARTLAND CONSUMER PRODUCTS LLC
"HEIL TRAILER INTERNATIONAL, LLC",16,non_financial_1561,HEIL TRAILER INTERNATIONAL LLC
"HGST, INC.",16,non_financial_9567,HGST INC
"HILLSDALE AUTOMOTIVE, LLC",16,non_financial_9615,HILLSDALE AUTOMOTIVE LLC
"HORIZON NAVAGATION, INC.",16,non_financial_1622,HORIZON NAVAGATION
"ICON IP, INC.",16,non_financial_9919,ICON IP INC
INTERSIL AMERICAS INC.,16,non_financial_1771,INTERSIL
INTERVOICE LIMITED PARTNERSHIP,16,non_financial_10392,INTERVOICE LTD PARTNERSHIP
"JUSTRITE MANUFACTURING COMPANY, L.L.C.",16,non_financial_10709,JUSTRITE MANUFACTURING CO LLC
"KAMAN COMPOSITES - WICHITA, INC. (FORMERLY KAMAN AEROSTRUCTURES GROUP - WICHITA, INC.)",16,non_financial_1858,KAMAN COMPOSITES - WICHITA FORMERLY KAMANAEROSTRUCTURES GROUP - WICHITA
"KAMAN INDUSTRIAL TECHNOLOGIES CORPORATION (SUCCESSOR BY MERGER TO ALLIED BEARINGS SUPPLY CO., INC.)",16,non_financial_1860,KAMAN INDUSTRIAL TECHNOLOGIES CORP
"KENDALL MCGAW LABORATORIES, INC.",16,non_financial_1875,KENDALL MCGAW LABORATORIES
KNAACK LLC,16,non_financial_10948,KNAACK LLC
"KYKLOS BEARING INTERNATIONAL, LLC, AS SUCCESSOR IN INTEREST TO KYKLOS BEARING INTERNATIONAL, INC.",16,non_financial_1932,KYKLOS BEARING INTERNATIONAL LLC
LAMB TECHNICON LIMITED,16,non_financial_1941,LAMB TECHNICON LLC
"LAMB TECHNICON, LTD.",16,non_financial_1941,LAMB TECHNICON LLC
"LANE FURNITURE INDUSTRIES, INC.",16,non_financial_1952,LANE FURNITURE INDUSTRIES
"LANE HOME FURNISHINGS RETAIL, INC.",16,non_financial_18853,LANE HOME FURNISHINGS RETAIL INC
"LUMIERE, INC.",16,non_financial_11499,LUMIERE INC
"MAG INTERNATIONAL HOLDINGS, S.A.R.L.",16,non_financial_11586,MAG INTERNATIONAL HOLDINGS SA R L
"MAG INTERNATIONAL INDUSTRIAL AUTOMATION SYSTEMS, S.A.R.L.",16,non_financial_2047,MAG INDUSTRIAL AUTOMATION SYSTEMS LLC
MAG MAINTENANCE TECHNOLOGIES GMBH,16,non_financial_11587,MAG MAINTENANCE TECHNOLOGIES GMBH
MAGIP GMBH,16,non_financial_11602,MAGIP GMBH
"MAGNETEK ADS POWER, INC. C/O MAGNETEK, INC.",16,non_financial_2052,MAGNETEK
"MAGNETEK ALTERNATIVE ENERGY, INC. C/O MAGNETEK, INC.",16,non_financial_2052,MAGNETEK
"MAGNETEK MONDEL HOLDING, INC. C/O MAGNETEK, INC.",16,non_financial_2052,MAGNETEK
"MAGNETEK NATONAL ELECTRIC COIL, INC. C/O MAGNETEK, INC.",16,non_financial_2052,MAGNETEK
"MAGNETEK, INC., A DELAWARE CORPORATION",16,non_financial_2052,MAGNETEK
MAGUS INTELLECTUAL PROPERTY GMBH,16,non_financial_11625,MAGUS INTELLECTUAL PROPERTY GMBH
"MAITLAND-SMITH FURNITURE INDUSTRIES, INC.",16,non_financial_2060,MAITLAND-SMITH FURNITURE INDUSTRIES
"MALLARD CREEK POLYMERS, INC.",16,non_financial_11642,MALLARD CREEK POLYMERS INC
"METALDYNE MACHINING AND ASSEMBLY COMPANY, INC.",16,non_financial_12053,METALDYNE MACHINING & ASSEMBLY CO INC
METAVANTE CORPORATION,16,non_financial_12061,METAVANTE CORP
MICRO FOCUS (IP) LIMITED,16,non_financial_2175,MICRO FOCUS US
MICRO FOCUS IP DEVELOPMENT LIMITED,16,non_financial_2175,MICRO FOCUS US
"MICRODATA GIS, INC.",16,non_financial_12127,MICRODATA GIS INC
"MICRODATA, LLC",16,non_financial_12128,MICRODATA LLC
"MILLER-ST. NAZIANZ, INC.",16,non_financial_12198,MILLER-ST NAZIANZ INC
MINARIK CORPORATION,16,non_financial_12211,MINARIK CORP
"MIST HOLDINGS, INC.",16,non_financial_12241,MIST HOLDINGS INC
"MIST INTERNATIONAL, INC.",16,non_financial_12242,MIST INTERNATIONAL INC
"MIST, INC.",16,non_financial_12243,MIST INC
"MOBILE PRODUCTS, INC.",16,non_financial_12282,MOBILE PRODUCTS INC
"MONDEL ULC C/O MAGNETEK, INC.",16,non_financial_2232,MONDEL ULC C O MAGNETEK
"MOSAIC SYSTEMS, INC.",16,non_financial_2249,MOSAIC SYSTEMS
"NANOTHERAPEUTICS, INC.",16,non_financial_12536,NANOTHERAPEUTICS INC
NEORESINS INC.,16,non_financial_12685,NEORESINS INC
NEPTUNE TECHNOLOGY GROUP INC.,16,non_financial_2324,NEPTUNE TECHNOLOGY GROUP
NEW WORLD PASTA COMPANY,16,non_financial_12779,NEW WORLD PASTA CO
NEWPAGE CONSOLIDATED PAPERS INC.,16,non_financial_2339,NEWPAGE CONSOLIDATED PAPERS
"OPTICAL SECURITY GROUP, INC. (FORMERLY TSL INCORPORATED)",16,non_financial_13244,OPTICAL SECURITY GROUP INC FORMERLY TSL INC
"ORACLE FLEXIBLE PACKAGING, INC.",16,non_financial_13264,ORACLE FLEXIBLE PACKAGING INC
OXY-DRY CORPORATION,16,non_financial_13373,OXY-DRY CORP
"PACKETEER, INC.",16,non_financial_2495,PACKETEER
"PEREGRINE PHARMACEUTICALS, INC.",16,non_financial_13629,PEREGRINE PHARMACEUTICALS INC
"PHOTOMEDEX TECHNOLOGY, INC.",16,non_financial_13767,PHOTOMEDEX TECHNOLOGY INC
"PHYSIO-CONTROL INTERNATIONAL, INC.",16,non_financial_13783,PHYSIO-CONTROL INTERNATIONAL INC
"POLYCLAD LAMINATES, INC.",16,non_financial_13938,POLYCLAD LAMINATES INC
R. G. BARRY CORPORATION,16,non_financial_2294,R G BARRY CORP
R.G. BARRY CORPORATION,16,non_financial_2294,R G BARRY CORP
"RADIANCY, INC.",16,non_financial_14422,RADIANCY INC
"RAINDANCE TECHNOLOGIES, INC.",16,non_financial_14445,RAINDANCE TECHNOLOGIES INC
RANPAK CORP.,16,non_financial_2745,RANPAK CORP
RAYCHEM CORPORATION,16,non_financial_14486,RAYCHEM CORP
"RAYCO (SHANGHAI) MEDICAL PRODUCTS CO., LTD.",16,non_financial_14487,RAYCO SHANGHAI MEDICAL PRODUCTS CO LTD
"RELIANT PHARMACEUTICALS, INC.",16,non_financial_2779,RELIANT PHARMACEUTICALS
"REMEC MICROWAVE, INC.",16,non_financial_2783,REMEC
"REMEC, INC.",16,non_financial_2783,REMEC
"REMEC, INC./REMEC MICROWAVE, INC.",16,non_financial_2783,REMEC
RHAPSODY INTERNATIONAL INC.,16,non_financial_2811,RHAPSODY INTERNATIONAL
RSC THE QUALITY MEASUREMENT COMPANY,16,non_financial_14917,RSC THE QUALITY MEASUREMENT CO
"SAVIENT PHARMACEUTICALS, INC. (FORMERLY KNOWN AS BIO-TECHNOLOGY GENERAL CORP.)",16,non_financial_2902,SAVIENT PHARMACEUTICALS
"SCIENTIFIC GAMES, INC.",16,non_financial_2912,SCIENTIFIC GAMES INTERNATIONAL
"SER SOLUTIONS, INC.",16,non_financial_15292,SER SOLUTIONS INC
"SIENTRA, INC.",16,non_financial_2963,SIENTRA
SILICON POWER CORPORATION,16,non_financial_2987,SILICON POWER CORP
"SIZMEK TECHNOLOGIES, INC., AS SUCCESSOR TO IN INTEREST TO DIGITAL GENERATION, INC., F/K/A DG FASTCHANNEL, INC.",16,non_financial_2999,SIZMEK TECHNOLOGIES
"SL DELAWARE, INC.",16,non_financial_3006,SL DELAWARE HOLDINGS
"SL INDUSTRIES, INC.",16,non_financial_15523,SL INDUSTRIES INC
"SMART EMBEDDED COMPUTING, INC.",16,non_financial_3011,SMART EMBEDDED COMPUTING
SMARTDISK CORPORATION,16,non_financial_18339,SMARTDISK CORP
"SOLVERN INNOVATIONS, INC.",16,non_financial_15648,SOLVERN INNOVATIONS INC
"SPECTRO, INC.",16,non_financial_15775,SPECTRO INC
"SPECTRUM MANUFACTURING, INC.",16,non_financial_15777,SPECTRUM MANUFACTURING INC
"STONERIDGE, INC.",16,non_financial_16008,STONERIDGE INC
STOWE WOODWARD LICENSCO LLC,16,non_financial_16020,STOWE WOODWARD LLC
"STRATA SKIN SCIENCES, INC.",16,non_financial_16023,STRATA SKIN SCIENCES INC
STRATEGIC DIAGNOSTICS INC.,16,non_financial_3106,STRATEGIC DIAGNOSTICS
"TALKPOINT COMMUNICATIONS, INC.",16,non_financial_16282,TALKPOINT COMMUNICATIONS INC
TALLYGENICOM LP,16,non_financial_16287,TALLYGENICOM LP
TC HEARTLAND LLC,16,non_financial_16336,TC HEARTLAND LLC
TEKNOWLEDGE CORPORATION,16,non_financial_16399,TEKNOWLEDGE CORP
"THOMASVILLE FURNITURE INDUSTRIES, INC.",16,non_financial_3267,THOMASVILLE FURNITURE INDUSTRIES
"THOMASVILLE HOME FURNISHINGS, INC.",16,non_financial_3268,THOMASVILLE HOME FURNISHINGS
"THOMASVILLE RETAIL, INC.",16,non_financial_3269,THOMASVILLE RETAIL
"UNIPIXEL DISPLAYS, INC.",16,non_financial_3384,UNI-PIXEL DISPLAYS
"UNIPIXEL, INC.",16,non_financial_3385,UNI-PIXEL
"UNISON INDUSTRIES, INC.",16,non_financial_17188,UNISON INDUSTRIES
"UPLAND SOFTWARE, INC.",16,non_financial_3416,UPLAND SOFTWARE
VIRTUAL INSTRUMENTS CORPORATION,16,non_financial_3481,VIRTUAL INSTRUMENTS CORP
"WOLVERINE ADVANCED MATERIALS, LLC",16,non_financial_18008,WOLVERINE ADVANCED MATERIALS LLC
"WOLVERINE TUBE, INC.",16,non_financial_18012,WOLVERINE TUBE INC
WORKHORSE GROUP INC.,16,non_financial_18028,WORKHORSE GROUP INC
XENOS IP PARTNERSHIP,16,non_financial_18107,XENOS IP PARTNERSHIP
"ZILA PHARMACEUTICALS, INC.",16,non_financial_18271,ZILA PHARMACEUTICALS INC
ZODIAC POOL SYSTEMS LLC,16,non_financial_3649,ZODIAC POOL SYSTEMS LLC
ZODIAC POOL SYSTEMS. INC.,16,non_financial_3649,ZODIAC POOL SYSTEMS LLC
"ACAS ACQUISITIONS (ESCORT), INC.",15,non_financial_22,ACAS ACQUISITION ESCORT
"AGEIA TECHNOLOGIES, INC.",15,non_financial_4119,AGEIA TECHNOLOGIES INC
"AIRORLITE COMMUNICATIONS, INC.",15,non_financial_4171,AIRORLITE COMMUNICATIONS INC
"ALERIS ROLLED PRODUCTS, LLC",15,non_financial_126,ALERIS ROLLED PRODUCTS LLC
"AMI SPINCO, INC.",15,non_financial_4468,AMI SPINCO INC
"ATON PHARMA, INC.",15,non_financial_372,ATON PHARMA
ATS TOLLING LLC,15,non_financial_4947,ATS TOLLING LLC
ATWOOD MOBILE PRODUCTS LLC,15,non_financial_379,ATWOOD MOBILE PRODUCTS
BANNER LIFE SCIENCES LLC,15,non_financial_5169,BANNER LIFE SCIENCES LLC
BIOLOK INTERNATIONAL INC.,15,non_financial_5399,BIOLOK INTERNATIONAL INC
BLADE DYNAMICS LIMITED,15,non_financial_5489,BLADE DYNAMICS LTD
"BOINGO WIRELESS, INC.",15,non_financial_5561,BOINGO WIRELESS INC
BOLT TECHNOLOGY CORPORATION,15,non_financial_557,BOLT TECHNOLOGY CORP
CAYMAN LTD. HOLDCO,15,non_financial_6104,CAYMAN LTD HOLDCO
"CHARLES INDUSTRIES, LTD.",15,non_financial_6272,CHARLES INDUSTRIES LTD
"CLARIENT DIAGNOSTIC SERVICES, INC.",15,non_financial_6459,CLARIENT DIAGNOSTIC SERVICES INC
"CORE LABORATORIES, INC.",15,non_financial_6846,CORE LABORATORIES
COREL HOLDINGS CORPORATION,15,non_financial_6849,COREL HOLDINGS CORP
"COREL US HOLDINGS,LLC",15,non_financial_869,COREL US HOLDINGS LLC
"CORVITA CORPORATION, A FL. CORP.",15,non_financial_878,CORVITA CORP
CRAY INC.,15,non_financial_906,CRAY
"CROWN PACKINGING TECHNOLOGY, INC.",15,non_financial_925,CROWN PACKAGING TECHNOLOGY
DEXTER MARINE PRODUCTS LLC,15,non_financial_1023,DEXTER MARINE PRODUCTS LLC
"DICOR CORPORATION, INC.",15,non_financial_7465,DICOR CORP INC
"DROBO, INC.",15,non_financial_7647,DROBO INC
DURO-TEST CORPORATION,15,non_financial_1106,DURO-TEST CORP
ELTECH SYSTEMS CORPORATION,15,non_financial_7963,ELTECH SYSTEMS CORP
"ENGINEERED SUPPORT SYSTEMS, INC.",15,non_financial_8083,ENGINEERED SUPPORT SYSTEMS INC
"EPOCH BIOSCIENCES, INC.",15,non_financial_8182,EPOCH BIOSCIENCES INC
"ETEC, A CORP. OF NEVADA",15,non_financial_1234,ETEC A CORP OF
"EVERCOM HOLDINGS, INC.",15,non_financial_8291,EVERCOM HOLDINGS INC
"EVERCOM, INC.",15,non_financial_8292,EVERCOM INC
"EXTENSITY (U.S.) SOFTWARE, INC.",15,non_financial_1256,EXTENSITY US SOFTWARE
"EXTENSITY, INC.",15,non_financial_1257,EXTENSITY
FOOTHILL CAPITAL CORPORATION,15,non_financial_8685,FOOTHILL CAPITAL CORP
"GAMBRO, INC.",15,non_financial_8851,GAMBRO INC
"GAMETECH INTERNATIONAL, INC.",15,non_financial_8854,GAMETECH INTERNATIONAL INC
GENERAL MICROWAVE CORPORATION,15,non_financial_1402,GENERAL MICROWAVE CORP
GENTEK HOLDING CORPORATION (FORMERLY KNOWN AS GENERAL CHEMICAL CORPORATION),15,non_financial_1413,GENTEK HOLDING LLC F K A GENERAL CHEMICAL CORP
"GEO SPECIALTY CHEMICALS, INC.",15,non_financial_1417,GEO SPECIALTY CHEMICALS
"GICHNER SYTEMS GROUP, INC.",15,non_financial_1432,GICHNER SYSTEMS GROUP
"GXS, INC.",15,non_financial_9303,GXS INC
"HAUSER, INC.",15,non_financial_1536,HAUSER
HMD SEAL/LESS PUMPS LIMITED,15,non_financial_9640,HMD SEAL LESS PUMPS LTD
"INFINIUM SOFTWARE, INC.",15,non_financial_10124,INFINIUM SOFTWARE INC
"INHERIS BIOPHARMA, INC.",15,non_financial_10150,INHERIS BIOPHARMA INC
"INTANK SERVICES, INC.",15,non_financial_1733,INTANK
"INTANK TECHNOLOGY, INC.",15,non_financial_1734,INTANK TECHNOLOGY
"INTANK, INC.",15,non_financial_1733,INTANK
INTERMEC IP CORPORATION,15,non_financial_1757,INTERMEC IP CORP
INTERVIDEO DIGITAL TECHNOLOGY CORP.,15,non_financial_10390,INTERVIDEO DIGITAL TECHNOLOGY CORP
"INTERVIDEO, INC.",15,non_financial_10391,INTERVIDEO INC
INVENSYS SYSTEMS INC.,15,non_financial_1786,INVENSYS SYSTEMS
"JDA SOFTWARE, INC.",15,non_financial_1830,JDA SOFTWARE GROUP
"JDA WORLDWIDE, INC.",15,non_financial_10632,JDA WORLDWIDE INC
"JENSEN INDUSTRIES, INC.",15,non_financial_1833,JENSEN INDUSTRIES
"KELTIC FINANCIAL PARTNERS, LP",15,non_financial_10823,KELTIC FINANCIAL PARTNERS LP
"KENDALL MCGAW LABORATORIES, INC. AN OH CORPORATION",15,non_financial_1875,KENDALL MCGAW LABORATORIES
"KRATOS UNMANNED AERIAL SYSTEMS, INC. (F/K/A COMPOSITE ENGINEERING INC.)",15,non_financial_1916,KRATOS UNMANNED AERIAL SYSTEMS
"KRATOS UNMANNED AERIAL SYSTEMS, INC. (F/K/A COMPOSITE ENGINEERING, INC.)",15,non_financial_1916,KRATOS UNMANNED AERIAL SYSTEMS
KRONOS TECHNOLOGY SYSTEMS LIMITED PARTNERSHIP,15,non_financial_1922,KRONOS TECHNOLOGY SYSTEMS PARTNERSHIP
