ee_name,freq,entity_id,standard_name
"JPMORGAN CHASE BANK, N.A., AS SUCCESSOR ADMINISTRATIVE AGENT",650,financial_605,JP MORGAN CHASE BANK NA
"ROYL BANK OF CANADA, AS COLLATERAL AGENT",650,financial_2927,ROYL BANK OF CANADA
COMERICA BANK,632,financial_117,COMERICA BANK
"CITICORP NORTH AMERICA, INC. AS ADMINISTRATIVE AGENT",625,financial_5518,CITICORP NORTH AMERICA
CANADIAN IMPERIAL BANK OF COMMERCE,622,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"BP FUNDING TRUST, SERIES SPL-VI",618,financial_2371,BP FUNDING TRUST SERIES SPL-VI
NATIONAL CITY BANK,608,financial_256,NATIONAL BANK
"CITIBANK, N.A,, AS ADMINISTRATIVE AGENT",606,financial_251,CITIBANK NA
MACQUARIE CAPITAL FUNDING LLC,601,financial_659,MACQUARIE CAPITAL FUNDING LLC
"BARCLAYS BANK PLC, AS AGENT",596,financial_126,BARCLAYS BANK
"CREDIT SUISSE, AS ADMINISTRATIVE AGENT",590,financial_309,CREDIT SUISSE
ITT COMMERICAL FINANCE CORP. AS COLLATERAL AGENT,588,financial_593,ITT COMMERICAL FINANCE CORP
"TPG SPECIALTY LENDING, INC., AS COLLATERAL AGENT",585,financial_1044,TPG SPECIALTY LENDING
"CHASE MANHATTAN BANK, THE, AS COLLATERAL AGENT",572,financial_231,CHASE MANHATTAN BANK
"GREAT ROCK CAPITAL MANAGEMENT, LLC",570,financial_510,GREAT ROCK CAPITAL MANAGEMENT LLC
"CITICORP NORTH AMERICA, INC. AS ""AGENT""",568,financial_5518,CITICORP NORTH AMERICA
"NBD BANK, N.A.",560,financial_756,NBD BANK NA
"U.S. BANK, NATIONAL ASSOCIATION",560,financial_3,US BANK NA
"GENERAL ELECTRIC CAPITAL CORPORATION, AS ADMINISTRATIVE AGENT",554,financial_482,GENERAL ELECTRIC CAPITAL CORP
"OBSIDIAN, LLC",551,financial_791,OBSIDIAN LLC
"U.S. BANK NATIONAL ASSOCIATION, AS NOTES COLLATERAL AGENT",551,financial_3,US BANK NA
"ROYAL BANK OF CANADA, AS ADMINISTRATIVE AGENT",549,financial_900,ROYAL BANK OF CANADA
"WADE, WILLIAM, J.",548,financial_1093,WADE WILLIAM J
MORGAN STANLEY & CO. LLC,546,financial_731,MORGAN STANLEY SENIOR FUNDING
"BARINGS FINANCE LLC, AS COLLATERAL AGENT",545,financial_128,BARINGS FINANCE LLC
"BANK OF AMERICA, N.A., A COLLATERAL AGENT",540,financial_43,BANK OF AMERICA NA
"ARES CAPITAL CORPORATION, AS ADMINISTRATIVE AGENT",538,financial_68,ARES CAPITAL CORP
"CREDIT SUISSE AG, AS COLLATERAL AGENT",535,financial_309,CREDIT SUISSE
"WELLS FARGO BANK, N.A., AS ADMINISTRATIVE AGENT",534,financial_1103,WELLS FARGO BANK NA
BMO HARRIS BANK N.A.,526,financial_154,BMO HARRIS BANK NA
"GLAS TRUST COMPANY LLC, AS COLLATERAL AGENT",522,financial_491,GLAS RP
"MIDCAP FINANCIAL TRUST, AS ADMINISTRATIVE AGENT",520,financial_715,MIDCAP FINANCIAL
CHEMICAL BANK A NY BANKING CORPORATION,519,financial_234,CHEMICAL BANK
"WILMINGTON SAVINGS FUND SOCIETY, FSB",517,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"UBS AG, STAMFORD BRANCH. AS COLLATERAL AGENT",516,financial_1062,UBS STAMFORD
"HSBC BANK USA, NATIONAL ASSOCIATION, AS AGENT",511,financial_560,HSBC BANK USA NA
"BANK ONE, NA",509,financial_113,BANK ONE NA
"CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK, AS COLLATERAL AGENT",508,financial_305,CREDIT AGRICOLE CORPORATE & INVESTMENT BANK
US DEPARTMENT OF THE TREASURY,498,financial_348,US DEPARTMENT OF THE TREASURY
THE UNITED STATES DEPARTMENT OF THE TREASURY,497,financial_348,US DEPARTMENT OF THE TREASURY
"BANK OF AMERICA, N.A., AS ABL COLLATERAL AGENT",495,financial_43,BANK OF AMERICA NA
"CITIZENS BANK, N.A., AS ADMINISTRATIVE AGENT",495,financial_254,CITIZENS BANK NA
"BANK OF AMERICA, N.A., AS LENDER",492,financial_43,BANK OF AMERICA NA
"BARCLAYS BANK PLC, AS THE COLLATERAL AGENT",490,financial_126,BARCLAYS BANK
"SILICON GRAPHICS, INC.",490,financial_949,SILICON GRAPHICS
"WELLS FARGO BANK MINNESOTA, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",490,financial_1103,WELLS FARGO BANK NA
"PNC BANK, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",489,financial_846,PNC BANK NA
"OAKTREE FUND ADMINISTRATION, LLC",485,financial_789,OAKTREE FUND ADMINISTRATION LLC
"WELLS FARGO CAPITAL FINANCE, LLC",483,financial_1103,WELLS FARGO BANK NA
"BANKERS TRUST COMPANY, AS COLLATERAL AGENT",481,financial_120,BANKERS
"CORTLAND CAPITAL MARKET SERVICES LLC, AS AGENT",476,financial_298,CORTLAND CAPITAL MARKET SERVICES LLC
"U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",476,financial_3,US BANK NA
"LYNROCK LAKE MASTER FUND LP [LYNROCK LAKE PARTNERS LLC, ITS GENERAL PARTNER]",471,financial_4747,LYNROCK LAKE MASTER FUND LP LYNROCK LAKE PARTNERS LLC ITS GENERAL PARTNER
"CHEMICAL BANK, AS COLLATERAL AGENT ATTN: THEODORE L. PARKER",459,financial_234,CHEMICAL BANK
RAYTHEON COMPANY,459,financial_876,RAYTHEON CO
FLEET NATIONAL BANK,456,financial_442,FLEET CAPITAL CORP
LEHMAN COMMERICIAL PAPER INC.,448,financial_644,LEHMAN COMMERCIAL PAPER
"DEERFIELD ELGX REVOLVER, LLC, AS AGENT",444,financial_3421,DEERFIELD ELGX REVOLVER LLC
UNITED STATES TRUST COMPANY OF NEW YORK (AS COLLATERAL AGENT),441,financial_1059,US TRUST
"JPMORGAN CHASE, N.A.",440,financial_605,JP MORGAN CHASE BANK NA
TEXACO INC.,439,financial_2296,TEXACO INC
"JPMORGAN CHASE BANK, N.A",438,financial_605,JP MORGAN CHASE BANK NA
LASALLE BANK NATIONAL ASSOCIATION,435,financial_636,LASALLE BANK NA
"BANK OF NEW YORK TRUST COMPANY, N.A.",434,financial_102,BANK OF NEW YORK MELLON
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS AGENT",429,financial_350,DEUTSCHE BANK
MANUFACTURERS AND TRADERS TRUST COMPANY (AS ADMINISTRATIVE AGENT FOR THE SECURED PARTIES),424,financial_668,MANUFACTURERS & TRADERS
"SILICON VALLEY BANK, AS ADMINISTRATIVE AND COLLATERAL AGENT",423,financial_950,SILICON VALLEY BANK
"DEUTSCHE BANK AG NEW YORK BRANCH, AS ADMINISTRATIVE AGENT",420,financial_350,DEUTSCHE BANK
"CANADIAN IMPERIAL BANK OF COMMERCE, AS ADMINISTRATIVE AGENT",416,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"CPPIB CREDIT INVESTMENTS INC., AS LENDER",413,financial_5574,CPPIB CREDIT INVESTMENTS INC AS LENDER
"HARRIS TRUST AND SAVINGS BANK, AS AGENT",413,financial_526,HARRIS & SAVINGS BANK
"ROYAL BANK OF CANADA, AS LENDER",413,financial_900,ROYAL BANK OF CANADA
"MSD PCOF PARTNERS XLV, LLC, AS AGENT",412,financial_5051,MSD PCOF PARTNERS XLV LLC
"KPS CAPITAL FINANCE MANAGEMENT, LLC",411,financial_625,KPS CAPITAL FINANCE MANAGEMENT LLC
"THE BANK OF NEW YORK MELLON, AS SECOND LIEN AGENT",406,financial_102,BANK OF NEW YORK MELLON
"FOOTHILL CAPITAL CORPORATION, AS AGENT",403,financial_453,FOOTHILL CAPITAL CORP
"CHASE MANHATTAN BANK (NATIONAL ASSOCIATION), THE",402,financial_231,CHASE MANHATTAN BANK
"DEERFIELD PRIVATE DESIGN FUND IV, L.P.",400,financial_339,DEERFIELD DESIGN FUND II
"TC LENDING, LLC, AS COLLATERAL AGENT",400,financial_1016,TC LENDING LLC
"GEMINO HEALTHCARE FINANCE, LLC D/B/A SLR HEALTHCARE ABL",396,financial_3945,GEMINO HEALTHCARE FINANCE LLC D B A SLR HEALTHCARE ABL
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS U.S. COLLATERAL AGENT",394,financial_1111,WILMINGTON NA
"BANK OF AMERICA, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",392,financial_43,BANK OF AMERICA NA
"CITIBANK, N.A. AS COLLATERAL TRUSTEE",387,financial_251,CITIBANK NA
"CREDIT SUISSE FIRST BOSTON, AS U.S. COLLATERAL AGENT",387,financial_309,CREDIT SUISSE
"ABN AMRO BANK N.V., AS AGENT",386,financial_6,ABNAMRO BANK
"TCW ASSET MANAGEMENT COMPANY LLC, AS AGENT",384,financial_1018,TCW ASSET MANAGEMENT CO LLC
"BANK OF MONTREAL, AS ADMINISTRATIVE AGENT",383,financial_109,BANK OF MONTREAL
"STATE STREET BANK AND TRUST COMPANY, N.A.",383,financial_746,STATE STREET BANK & NA
"GOLDMAN SACHS BANK USA, AS THE COLLATERAL AGENT",382,financial_501,GOLDMAN SACHS BANK USA
"TENNENBAUM CAPITAL PARTNERS, LLC",381,financial_5205,TENNENBAUM CAPITAL PARTNERS LLC
"WILMINGTON TRUST COMPANY, AS SECOND LIEN COLLATERAL AGENT",380,financial_1111,WILMINGTON NA
"BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION, AS ADMINISTRATIVE AGENT",374,financial_43,BANK OF AMERICA NA
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS SUCCESSOR ADMINISTRATIVE AND COLLATERAL AGENT",374,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
STIFEL FINANCIAL CORP.,368,financial_2039,STIFEL FINANCIAL CORP
"NATIONSBANK OF TEXAS, N.A.",367,financial_749,NATIONSBANK NA
"WELLS FARGO FOOTHILL, INC., AS AGENT",367,financial_1103,WELLS FARGO BANK NA
"GENERATE LENDING, LLC",365,financial_3961,GENERATE LENDING LLC
"MUFG UNION BANK, N.A., AS COLLATERAL AGENT",364,financial_739,MUFG UNION BANK NA
PNC BANK,359,financial_846,PNC BANK NA
"CANADIAN IMPERIAL BANK OF COMMERCE, AS COLLATERAL AGENT",357,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"CITIZENS BANK, N.A, AS COLLATERAL AGENT",356,financial_254,CITIZENS BANK NA
OPUS BANK,355,financial_5290,OPUS BANK
"DEERFIELD PRIVATE DESIGN FUND II, L.P.",353,financial_339,DEERFIELD DESIGN FUND II
"DEERFIELD PRIVATE DESIGN INTERNATIONAL II, L.P.",353,financial_339,DEERFIELD DESIGN FUND II
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH AS COLLATERAL AGENT",352,financial_309,CREDIT SUISSE
"BLUE TORCH FINANCE LLC, AS AGENT",350,financial_152,BLUE TORCH FINANCE LLC
EAST WEST BANK,350,financial_374,EAST WEST BANK
"FIFTH THIRD BANK, A MICHIGAN BANKING CORPORATION, AS COLLATERAL AGENT",350,financial_413,FIFTH THIRD BANK
"CITICORP NORTH AMERICA, INC. AS FIRST LIEN COLLATERAL AGENT",348,financial_5518,CITICORP NORTH AMERICA
"CITICORP NORTH AMERICA, INC., AS ADMINISTRATIVE AGENT",346,financial_5518,CITICORP NORTH AMERICA
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, FOR ITSELF AND AS ADMINISTRATIVE AGENT FOR THE LENDERS",346,financial_605,JP MORGAN CHASE BANK NA
WELLS FARGO BANK,346,financial_1103,WELLS FARGO BANK NA
"BARCLAYS BANK, PLC AS COLLATERAL AGENT",345,financial_126,BARCLAYS BANK
"FLEET NATIONAL BANK, AS ADMINISTRATIVE AGENT",345,financial_442,FLEET CAPITAL CORP
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A., AS COLLATERAL AGENT AND GRANTEE",345,financial_102,BANK OF NEW YORK MELLON
"WELLS FARGO CAPITAL FINANCE, INC., AS AGENT",345,financial_1103,WELLS FARGO BANK NA
"ARES CAPITAL CORPORATION, AS COLLATERAL AGENT",344,financial_68,ARES CAPITAL CORP
"HIGHBRIDGE PRINCIPAL STRATEGIES, LLC",344,financial_549,HIGHBRIDGE PRINCIPAL STRATEGIES LLC
"NATIONAL CITY BUSINESS CREDIT, INC.",342,financial_256,NATIONAL BANK
FLEET CAPITAL CORPORATION,338,financial_442,FLEET CAPITAL CORP
ACQUIOM AGENCY SERVICES LLC,336,financial_11,ACQUIOM AGENCY SERVICES LLC
"JPMORGAN CHASE BANK, N.A., AS THE SUCCESSOR AGENT",336,financial_605,JP MORGAN CHASE BANK NA
"WHITE OAK GLOBAL ADVISORS, LLC",332,financial_5752,WHITE OAK GLOBAL ADVISORS LLC
"UNION BANK, N.A.",331,financial_1066,UNION BANK NA
"JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE ASSISTANT",330,financial_605,JP MORGAN CHASE BANK NA
WESTERN ALLIANCE BANK,329,financial_1105,WESTERNALLIANCE BANK
"U.S. BANK NATIONAL ASSOCIATION, AS TRUSTEE",328,financial_3,US BANK NA
"CREDIT SUISSE AG, AS FIRST LIEN COLLATERAL AGENT",326,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, AS SECOND LIEN COLLATERAL AGENT",326,financial_309,CREDIT SUISSE
BNP PARIBAS,325,financial_5516,BNP PARIBAS
J.P. MORGAN EUROPE LIMITED,325,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK N.A., AS COLLATERAL AGENT",325,financial_605,JP MORGAN CHASE BANK NA
"CREDIT SUISSE AG, AS ADMINISTRATIVE AND COLLATERAL AGENT",324,financial_309,CREDIT SUISSE
"BANKERS TRUST COMPANY, AS AGENT",323,financial_120,BANKERS
WELLS FARGO BANK OF TEXAS,323,financial_1103,WELLS FARGO BANK NA
"JPMORGAN CHASE BANK, NA, AS COLLATERAL AGENT",320,financial_605,JP MORGAN CHASE BANK NA
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS SECOND LIEN COLLATERAL AGENT",320,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"WELLS FARGO TRUST CORPORATION LIMITED, AS SECURITY AGENT",318,financial_1103,WELLS FARGO BANK NA
"U. S. BANK NATIONAL ASSOCIATION, AS COLLATERAL AGENT",316,financial_3,US BANK NA
"HELLER FINANCIAL, INC.",314,financial_541,HELLER FINANCIAL
THE BANK OF NEW YORK,314,financial_102,BANK OF NEW YORK MELLON
"TRUIST BANK, AS ADMINISTRATIVE AGENT",312,financial_1053,TRUIST BANK
MORGAN BANK,310,financial_730,MORGAN GUARANTY OF NEW YORK & MORGAN BANK DELAWARE S SEE RECORD FOR THE REMAINING ASSIGNEES
"FIFTH THIRD BANK, AS AGENT",309,financial_413,FIFTH THIRD BANK
CHEMICAL BANK (A NEW YORK BANKING CORPORATION),308,financial_234,CHEMICAL BANK
"WELLS FARGO BUSINESS CREDIT, INC.",308,financial_1103,WELLS FARGO BANK NA
"JPMORGAN CHASE BANK, N.A., AS FIRST LIEN COLLATERAL AGENT",307,financial_605,JP MORGAN CHASE BANK NA
"LEHMAN COMMERCIAL PAPER INC., AS SECOND LIEN COLLATERAL AGENT",304,financial_644,LEHMAN COMMERCIAL PAPER
PACIFIC WESTERN BANK,304,financial_810,PACIFIC WESTERN BANK
"RBS CITIZENS, N.A., AS ADMINISTRATIVE AGENT",303,financial_879,RBS CITIZENS NA
MIDCAP FUNDING IV TRUST (AS SUCCESSOR BY ASSIGNMENT FROM MIDCAP FINANCIAL TRUST),302,financial_715,MIDCAP FINANCIAL
FORTRESS CREDIT CO LLC,301,financial_455,FORTRESS CREDIT CO LLC
"BANK OF NOVA SCOTIA, AS AGENT FOR THE SECURED PARTIES, THE",300,financial_110,BANK OF NOVA SCOTIA
KPP (NO. 2) TRUSTEES LIMITED,300,financial_4576,KPP NO 2 TRUSTEES LTD
"MUIRISC, LLC",300,financial_5056,MUIRISC LLC
THE BOARD OF THE PENSION PROTECTION FUND,298,financial_2337,BOARD OF THE PENSION PROTECTION FUND
SOVEREIGN BANK,295,financial_980,SOVEREIGN BANK
"HENRY SCHEIN, INC.",294,financial_4183,HENRY SCHEIN INC
CONGRESS FINANCIAL CORPORATION (FLORIDA),292,financial_284,CONGRESS FINANCIAL CORP
"COMERICA BANK, A TEXAS BANKING ASSOCIATION",290,financial_117,COMERICA BANK
CONGRESS FINANCIAL CORPORATION (NEW ENGLAND),289,financial_284,CONGRESS FINANCIAL CORP
"COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH, AS ADMINISTRATIVE AGENT",289,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS COLLATERAL AGENT",289,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"JPMORGAN CHASE BANK, N.A., AS U.S. COLLATERAL AGENT AND ADMINISTRATIVE AGENT",288,financial_605,JP MORGAN CHASE BANK NA
J.H. WHITNEY & CO.,287,financial_4409,J H WHITNEY & CO
"PNC BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",287,financial_846,PNC BANK NA
THE CHASE MANHATTAN BANK,286,financial_231,CHASE MANHATTAN BANK
"JPMORGAN CHASE BANK N.A., AS ADMINISTRATIVE AGENT",285,financial_605,JP MORGAN CHASE BANK NA
"ALCATEL-LUCENT USA, INC.",284,financial_1338,ALCATEL-LUCENT USA INC
"WELLS FARGO FOOTHILL CAPITAL, INC.",284,financial_1103,WELLS FARGO BANK NA
"BLUE TORCH FINANCE LLC, AS COLLATERAL AGENT",283,financial_152,BLUE TORCH FINANCE LLC
"THE CHASE MANHATTAN BANK, AS ADMINISTRATIVE AGENT",281,financial_231,CHASE MANHATTAN BANK
CAPITAL ROYALTY PARTNERS II L.P.,280,financial_206,CAPITAL ROYALTY PARTNERS II
"CITICORP NORTH AMERICA, AS ADMINISTRATIVE AGENT",280,financial_5518,CITICORP NORTH AMERICA
WAVE COMPUTING LIQUIDATING TRUST,280,financial_2966,WAVE COMPUTING LIQUIDATING TRUST
"ALTER DOMUS (US) LLC, AS ADMINISTRATIVE AGENT",279,financial_38,ALTER DOMUS US LLC
STARBOARD VALUE AND OPPORTUNITY MASTER FUND LTD.,279,financial_991,STARBOARD VALUE INTERMEDIATE FUND
CONGRESS FINANCIAL CORPORATION,276,financial_284,CONGRESS FINANCIAL CORP
CORTLAND CAPITAL MARKET SERVICES LLC,276,financial_298,CORTLAND CAPITAL MARKET SERVICES LLC
"DEERFIELD SPECIAL SITUATIONS FUND, L.P.",275,financial_3423,DEERFIELD SPECIAL SITUATIONS FUND
"DEERFIELD SPECIAL SITUATIONS INTERNATIONAL MASTER FUND, L.P.",275,financial_3423,DEERFIELD SPECIAL SITUATIONS FUND
"HSBC BANK USA, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",275,financial_560,HSBC BANK USA NA
JPMORGAN CHASE BANK N.A.,273,financial_605,JP MORGAN CHASE BANK NA
"OBSIDIAN AGENCY SERVICES, INC.",273,financial_790,OBSIDIANAGENCY SERVICES
"OXFORD FINANCE LLC, AS COLLATERAL AGENT",272,financial_807,OXFORD FINANCE LLC
"BSP AGENCY, LLC, AS AGENT",266,financial_176,BSP AGENCY LLC
"GUGGENHEIM CORPORATE FUNDING, LLC, AS COLLATERAL AGENT",264,financial_515,GUGGENHEIM CORPORATE FUNDING LLC
"CREDIT SUISSE FIRST BOSTON, CAYMAN ISLANDS BRANCH",261,financial_309,CREDIT SUISSE
"WHITE OAK COMMERCIAL FINANCE, LLC, AS COLLATERAL AGENT",261,financial_5751,WHITE OAK COMMERCIAL FINANCE LLC
"BLACK DIAMOND COMMERCIAL FINANCE, L.L.C.",259,financial_147,BLACK DIAMOND COMMERCIAL FINANCE LLC
HBK INVESTMENTS L.P.,257,financial_533,HBK INVESTMENTS
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS COLLATERAL TRUSTEE",257,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
MANUFACTURERS HANOVER TRUST COMPANY,256,financial_670,MANUFACTURERS HANOVER
NALCO COMPANY,256,financial_5079,NALCO CO
WACHOVIA CAPITAL FINANCE CORPORATION (NEW ENGLAND),256,financial_1092,WACHOVIA CAPITAL FINANCE CORP CENTRAL
"WELLS FARGO BANK, NATIONAL ASSOCIATION - AS COLLATERAL AGENT",256,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO FOOTHILL, INC., AS COLLATERAL AGENT",256,financial_1103,WELLS FARGO BANK NA
ALLIANT TECHSYSTEMS INC.,252,financial_28,ALLIANT TECHSYSTEMS
"FLEET NATIONAL BANK, AS AGENT",252,financial_442,FLEET CAPITAL CORP
"JMB CAPITAL PARTNERS LENDING, LLC",250,financial_4440,JMB CAPITAL PARTNERS LENDING LLC
"CHEMICAL BANK, AS COLLATERAL AGENT",248,financial_234,CHEMICAL BANK
"TORONTO DOMINION (TEXAS),INC.,AS GENERAL ADMINISTRATIVE AGENT",248,financial_1038,DOMINION TEXAS LLC
"CITIBANK, N.A., AS THE COLLATERAL AGENT",246,financial_251,CITIBANK NA
SQUADRON MEDICAL FINANCE SOLUTIONS LLC,246,financial_1969,SQUADRON MEDICAL FINANCE SOLUTIONS LLC
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT FOR THE SECURED PARTIES",245,financial_605,JP MORGAN CHASE BANK NA
"U.S. BANK NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",245,financial_3,US BANK NA
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS TERM COLLATERAL AGENT",244,financial_309,CREDIT SUISSE
"FIRST NATIONAL BANK OF BOSTON, THE",243,financial_431,FIRST NATIONAL BANK OF CHICAGO
FIRST UNION NATIONAL BANK,243,financial_437,FIRST UNION NATIONAL BANK
"JPMORGAN CHASE BANK, N.A., AS SUCCESSOR AGENT",243,financial_605,JP MORGAN CHASE BANK NA
"NATIONSBANK, N.A.",240,financial_749,NATIONSBANK NA
"BANK OF AMERICA, N.A., AS COLLATERAL AGENT FOR SECURED CREDITORS",239,financial_43,BANK OF AMERICA NA
"GOLDMAN SACHS BANK USA, AS ADMINISTRATIVE AGENT",239,financial_501,GOLDMAN SACHS BANK USA
"CHASE MANHATTAN BANK, THE, AS ADMINISTRATIVE AGENT",238,financial_231,CHASE MANHATTAN BANK
"CITICORP USA, INC. AS ""COLLATERAL AGENT""",238,financial_5518,CITICORP NORTH AMERICA
CONTINENTAL BANK N.A.,238,financial_288,CONTINENTAL BANK NA
"CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK AGENCY, AS AGENT",237,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"CHASE MANHATTAN BANK, N.A., THE",237,financial_231,CHASE MANHATTAN BANK
"US BANK NATIONAL ASSOCIATION, AS NOTES COLLATERAL AGENT",236,financial_3,US BANK NA
"HERCULES CAPITAL, INC.",235,financial_544,HERCULES CAPITAL
"D.B. ZWIRN FINANCE, LLC, AS ADMINISTRATIVE AGENT",234,financial_325,D B ZWIRN FINANCE LLC
SIENA LENDING GROUP LLC,234,financial_944,SIENA LENDING GROUP LLC
"TD BANK, N.A.",234,financial_1020,TD BANK NA
BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION AS ADMINISTRATIVE AGENT,231,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION, AS ADMINISTRATIVE AGENT",231,financial_43,BANK OF AMERICA NA
BT COMMERICAL CORPORATION,231,financial_177,BT COMMERCIAL CORP
"U.S. BANK NATIONAL ASSOCIATION, AS COLLATERAL TRUSTEE",231,financial_3,US BANK NA
COMERICA BANK-CALIFORNIA,230,financial_117,COMERICA BANK
"GREAT ROCK CAPITAL PARTNERS MANAGEMENT, LLC",230,financial_510,GREAT ROCK CAPITAL MANAGEMENT LLC
"CERBERUS BUSINESS FINANCE AGENCY, LLC, AS COLLATERAL AGENT",229,financial_226,CERBERUS BUSINESS FINANCE LLC
"BANK OF AMERICA, N.A., AS AGENT AND U.S. LENDER",228,financial_43,BANK OF AMERICA NA
"DEERFIELD PRIVATE DESIGN FUND IV, L.P., AS AGENT",228,financial_339,DEERFIELD DESIGN FUND II
SQUARE 1 BANK,228,financial_1970,SQUARE 1 BANK
"HEALTHCARE FINANCIAL SOLUTIONS, LLC, AS SUCCESSOR AGENT",227,financial_537,HEALTHCARE FINANCIAL SOLUTIONS LLC
LEHMAN COMMERCIAL PAPER INC.,227,financial_644,LEHMAN COMMERCIAL PAPER
"HPS INVESTMENT PARTNERS, LLC",226,financial_559,HPS INVESTMENT PARTNERS LLC
BT COMMERCIAL CORPORATION (AS AGENT),225,financial_177,BT COMMERCIAL CORP
BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION AS AGENT,224,financial_43,BANK OF AMERICA NA
"CHEMICAL BANK, AS ADMINISTRATIVE AGENT",223,financial_234,CHEMICAL BANK
"CAPITAL ROYALTY PARTNERS II - PARALLEL FUND ""A"" L.P.",222,financial_206,CAPITAL ROYALTY PARTNERS II
"FCC, LLC D/B/A FIRST CAPITAL, AS AGENT",222,financial_405,FCC LLC D B A FIRST CAPITAL
"MEDLEY CAPTIAL CORPORATION, AS AGENT",222,financial_693,MEDLEY CAPITAL CORP
PARALLEL INVESTMENT OPPORTUNITIES PARTNERS II L.P.,222,financial_5365,PARALLEL INVESTMENT OPPORTUNITIES PARTNERS II LP
"CERBERUS BUSINESS FINANCE AGENCY, LLC, AS THE COLLATERAL AGENT",221,financial_226,CERBERUS BUSINESS FINANCE LLC
"HERCULES TECHNOLOGY GROWTH CAPITAL, INC.",221,financial_544,HERCULES CAPITAL
"MACQUARIE US TRADING LLC, AS COLLATERAL AGENT",221,financial_660,MACQUARIE US TRADING LLC
"BANK OF NEW YORK, THE, AS COLLATERAL AGENT",219,financial_102,BANK OF NEW YORK MELLON
"BANK OF AMERICA, NA",218,financial_43,BANK OF AMERICA NA
"BANK ONE, NA, AS AGENT",218,financial_113,BANK ONE NA
"CIT GROUP, THE/BUSINESS CREDIT, INC. AS ADMINISTRATIVE AGENT",217,financial_244,CIT GROUP BUSINESS CREDIT
"CIT GROUP/BUSINESS CREDIT, INC., THE, AS ADMINISTRATIVE AGENT",217,financial_244,CIT GROUP BUSINESS CREDIT
BANQUE NATIONALE DE PARIS,216,financial_2084,BANQUE NATIONALE DE PARIS
"CREDIT SUISSE,",216,financial_309,CREDIT SUISSE
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",216,financial_605,JP MORGAN CHASE BANK NA
"WELLS FARGO BANK, NATIONAL ASSOCIATION, AS THE COLLATERAL AGENT",216,financial_1103,WELLS FARGO BANK NA
"GOLUB CAPITAL MARKETS LLC, AS COLLATERAL AGENT",215,financial_503,GOLUB CAPITAL MARKETS LLC
"OBSIDIAN AGENCY SERVICES, INC., AS COLLATERAL AGENT",215,financial_790,OBSIDIANAGENCY SERVICES
"TORONTO-DOMINION BANK, THE",215,financial_1034,TORONTO-DOMINION BANK
SOCIETE GENERALE,213,financial_967,SOCIETE GENERALE
