or_name,freq,entity_id,standard_name
"INTERMEDICS, INC.",6,financial_5632,INTERMEDICS INC
"ITERIS, INC.",6,financial_4398,ITERIS INC
"J.P. MORGAN CHASE BANK, (AS SUCCESSOR TO THE CHASE MANHATTAN BANK, N.A.)",6,financial_605,JP MORGAN CHASE BANK NA
"JP MORGAN BANK, N.A. AS COLLATERAL AGENT",6,financial_605,JP MORGAN CHASE BANK NA
"JP MORGAN CHASE, BANK, N.A. (SUCCESSOR IN MERGER TO BANK ONE, N.A. (MAIN OFFICE CHICAGO)",6,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A. (F.K.A. THE CHASE MANHATTAN BANK)",6,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., F/K/A THE CHASE MANHATTAN BANK, AS ADMINISTRATIVE AGENT",6,financial_605,JP MORGAN CHASE BANK NA
"KAYNE SENIOR CREDIT III LOANCO, LLC",6,financial_607,KAYNE SENIOR CREDIT III LOANCO LLC
"KJSB MERGER SUB, INC.",6,financial_4554,KJSB MERGER SUB INC
KREOS CAPITAL III LIMITED,6,financial_627,KREOS CAPITAL IV EXPERT FUND
"LEVINE LEICHTMAN CAPITAL PARTNERS III, L.P.",6,financial_645,LEVINE LEICHTMAN CAPITAL PARTNERS II
"MENLO ENTREPRENEURS FUND IX(A), L.P.",6,financial_696,MENLO ENTREPRENEURS FUND IX
"MENLO ENTREPRENEURS FUND IX, L.P.",6,financial_696,MENLO ENTREPRENEURS FUND IX
"MENLO VENTURES IX, L.P.",6,financial_697,MENLO VENTURES IX
"METROMEDIA INTERNATIONAL GROUP, INC. F/K/A FINANCE INDUSTRIES, INC.",6,financial_4919,METROMEDIA INTERNATIONAL GROUP INC F K A FINANCE INDUSTRIES INC
MICHIGAN NATIONAL BANK,6,financial_712,MICHIGAN NATIONAL BANK
"MIDCAP FINANCIAL, LLC",6,financial_715,MIDCAP FINANCIAL
MIDWAY GAMES WEST INC.,6,financial_4960,MIDWAY GAMES WEST INC
MMC/GATX PARNERSHIP NO. I,6,financial_725,MMC GATX PARTNERSHIP NO 1
MMC/GATX PARTNERSHIP NO. I,6,financial_725,MMC GATX PARTNERSHIP NO 1
"MMEF IX, L.P.",6,financial_4997,MMEF IX LP
"MONROE CAPITAL PARTNERS FUND LP, AS ADMINISTRATIVE AGENT",6,financial_729,MONROE CAPITAL MANAGEMENT ADVISORS LLC
"MONTAGE CAPITAL II, L.P.",6,financial_5021,MONTAGE CAPITAL II
"MORGAN STANLEY BANK INTERNATIONAL LIMITED, AS SECURITY TRUSTEE",6,financial_731,MORGAN STANLEY SENIOR FUNDING
NEW ENTERPRISE ASSOCIATES IV LIMITED PARTNERSHIP,6,financial_103,NEW ENTERPRISE ASSOCIATES 10 PARTNERSHIP
NORDEA BANK NORGE ASA,6,financial_769,NORDEA BANK FINLAND
"NORWEST BANK IOWA, NATIONAL ASSOCIATION",6,financial_778,NORWEST BANK MINNESOTA NA
"NORWEST VENTURE PARTNERS, AS COLLATERAL AGENT",6,financial_781,NORWEST VENTURE PARTNERS
"OCTAVE COMMUNICATIONS, INC.",6,financial_5251,OCTAVE COMMUNICATIONS INC
"ONSET ENTERPRISES ASSOCIATES, L.P.",6,financial_798,ONSET ENTERPRISE ASSOCIATES
"OPEN PRAIRIE VENTURES II, L.P.",6,financial_5283,OPEN PRAIRIE VENTURES II LP
OT LENDER PARTNERSHIP,6,financial_5316,OT LENDER PARTNERSHIP
"OT LENDERS II, LLC",6,financial_5317,OT LENDERS II LLC
"PALOMAR VENTURES II, L.P.",6,financial_5352,PALOMAR VENTURES II LP
PARTNERS FOR GROWTH,6,financial_813,PARTNERS FOR GROWTH
"PENNANTPARK LOAN AGENCY SERVICING, LLC",6,financial_823,PENNANTPARK LOANAGENCY SERVICING LLC
"PERFORMANCE DIRECT INVESTMENTS I, L.P.",6,financial_5423,PERFORMANCE DIRECT INVESTMENTS I LP
"PHOTO RESEARCH, INC.",6,financial_5456,PHOTO RESEARCH INC
PIERCE DIVERSIFIED STRATEGY MASTER FUND LLC SERIES BUS,6,financial_5463,PIERCE DIVERSIFIED STRATEGY MASTER FUND LLC SERIES BUS
PNC BANK N.A.,6,financial_846,PNC BANK NA
"PNC EQUITY PARTNERS, L.P.",6,financial_5498,PNC EQUITY PARTNERS LP
"PREMIER TRUST, INC.",6,financial_1178,PREMIER TRUST INC
PRENCEN LENDING LLC,6,financial_1179,PRENCEN LENDING LLC
"R.H. BOOK, LLC",6,financial_1979,R H BOOK LLC
RALPH RABMAN,6,financial_1305,RALPH RABMAN
"REDPOINT VENTURES I, L.P.",6,financial_885,REDPOINT VENTURES III
"ROYAL BANK OF CANADA, AS SECOND LIEN COLLATERAL AGENT",6,financial_900,ROYAL BANK OF CANADA
"SCHNEIDER, JOEL C.",6,financial_921,SCHNEIDER JOEL C
"SECURE ELEMENTS, INCORPORATED",6,financial_1698,SECURE ELEMENTS INC
"SILICON VALLEY BANK, AS AGENT",6,financial_950,SILICON VALLEY BANK
"SILVER POINT FINANCE, LLC, AS AGENT (BY OPERATION OF LAW)",6,financial_951,SILVER POINT FINANCE LLC
"SILVERMAN, SCOTT, MR.",6,financial_953,SILVERMAN SCOTT MR
SIMON GROSSER NOMINEES PTY. LIMITED,6,financial_954,SIMON GROSSER NOMINEES
"SK TELECOM CO., LTD. (AS SUCCESSOR TO SK TELECOM USA HOLDINGS, INC.)",6,financial_962,SK TELECOM USA HOLDINGS
"SK TELECOM USA HOLDINGS, INC.",6,financial_962,SK TELECOM USA HOLDINGS
"SOMMER, HERBERT H.",6,financial_974,SOMMER HERBERT H
"SPECTRX, INC.",6,financial_1954,SPECTRX INC
"STERLING MEDIVATIONS, INC.",6,financial_2028,STERLING MEDIVATIONS INC
STIERIEN-MAQUET AG,6,financial_2037,STIERIEN-MAQUET AG
STRYKER IMAGING CORPORATION,6,financial_2063,STRYKER IMAGING CORP
"THE BANK OF NEW YORK, AS SUCCESSOR IN INTEREST TO BNY ASSET SOLUTIONS, LLC, AS AGENT",6,financial_102,BANK OF NEW YORK MELLON
THE HUNTINGTON NATIONAL BANK,6,financial_566,HUNTINGTON NATIONAL BANK
THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,6,financial_869,PRUDENTIAL INSURANCE CO OF AMERICA
"THOMSON KERNAGHAN & CO., LTD.",6,financial_2454,THOMSON KERNAGHAN & CO LTD
"TRANSAMERICA BUSINESS CAPITAL CORPORATION, F/K/A/ TRANSAMERICA BUSINESS CREDIT CORPORATION",6,financial_1045,TRANSAMERICA BUSINESS CREDIT CORP
TRUSTMARK NATIONAL BANK,6,financial_2601,TRUSTMARK NATIONAL BANK
"TWIN BROOK CAPITAL PARTNERS, LLC, AS AGENT",6,financial_1057,TWIN BROOK CAPITAL PARTNERS LLC
"TYPALDOS, ANDREAS",6,financial_2620,TYPALDOS ANDREAS
"TYPALDOS, KATHRYN",6,financial_2621,TYPALDOS KATHRYN
U.S. BANK N.A.,6,financial_3,US BANK NA
U.S. BANK NATIONALASSOCIATION,6,financial_3,US BANK NA
"UNION BANK, N.A., AS ADMINISTRATIVE AGENT",6,financial_1066,UNION BANK NA
"VALLEY VENTURES III, L.P.",6,financial_1074,VALLEY VENTURES III
"VANASKEY, DAVID A.",6,financial_2801,VANASKEY DAVID A
"VANASKY, DAVID A.",6,financial_2802,VANASKY DAVID A
"VENDOME, GENNARO",6,financial_2835,VENDOME GENNARO
"VENTURE LENDING & LEASING IV, INC., AS AGENT",6,financial_1061,VENTURE LENDING & LEASING IV
"VENTURE LENDING AND LEASING III, INC.",6,financial_1061,VENTURE LENDING & LEASING IV
"VIRGIN ENTERTAINMENT HOLDINGS, INC.",6,financial_2893,VIRGIN ENTERTAINMENT HOLDINGS INC
"WACHOVIA BANK, NATIONAL ASSOCIATION F/K/A FIRST UNION NATIONAL BANK, AS AGENT",6,financial_1091,WACHOVIA BANK NA
"WACHOVIA BANK, NATIONAL ASSOCIATION, SUCCESSOR BY MERGER TO CONGRESS FINANCIAL CORPORATION (FLORIDA)",6,financial_1091,WACHOVIA BANK NA
"WEATHERFORD ARTIFICIAL LIFT SYSTEMS, INC.",6,financial_2975,WEATHERFORD ARTIFICIAL LIFT SYSTEMS INC
"WELLS FARGO BANK MINNESOTA, NATIONAL ASSOCIATION",6,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO CAPITAL FINANCE, LLC (F/K/A WACHOVIA CAPITAL FINANCE CORPORATION (NEW ENGLAND))",6,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO FOOTHILL, LLC, AS AGENT",6,financial_1103,WELLS FARGO BANK NA
"WILMINGTON TRUST FSB (WITH CREDIT SUISSE, AS SUB-COLLATERAL AGENT FOR WILMINGTON TRUST FSB UNDER THAT CERTAIN SECOND LIENT CREDIT AGREEMENT)",6,financial_1111,WILMINGTON NA
"WINDWARD VENTURES 2000, L.P.",6,financial_1113,WINDWARD VENTURES 2000
"WINDWARD VENTURES 2000-A, L.P.",6,financial_1113,WINDWARD VENTURES 2000
WISCONSIN DEPARTMENT OF COMMERCE,6,financial_3224,WISCONSIN DEPARTMENT OF COMMERCE
1192159 ONTARIO INC.,5,financial_1135,1192159 ONTARIO INC
1695382 ONTARIO LIMITED,5,financial_1137,1695382 ONTARIO LTD
1998 CO-INVESTING LLC,5,financial_1138,1998 CO-INVESTING LLC
"ADIDAS NORTH AMERICA, INC.",5,financial_14,ADIDAS NORTH AMERICA
"ADVANTAGE CAPITAL COMMUNITY DEVELOPMENT FUND XV, LLC",5,financial_1276,ADVANTAGE CAPITAL COMMUNITY DEVELOPMENT FUND XV LLC
ADVENT INTERNATIONAL CORPORATION,5,financial_1278,ADVENT INTERNATIONAL CORP
AIG CAPITAL CORP.,5,financial_1319,AIG CAPITAL CORP
AKINYEMI O. LAIUDE,5,financial_1329,AKINYEMI O LAIUDE
"ALAFI CAPITAL COMPANY, LLC",5,financial_1332,ALAFI CAPITAL CO LLC
ALLSTATE LIFE INSURANCE COMPANY,5,financial_33,ALLSTATE INSURANCE CO
"ALPHARMA, LLC [F/K/A ALPHARMA, INC.]",5,financial_1397,ALPHARMA LLC F K A ALPHARMA INC
AMERICAN NATIONAL BANK AND TRUST COMPANY,5,financial_44,AMERICAN NATIONAL BANK
AMSOUTH BANK OF TENNESSEE (TENNESSEE STATE BANKING ASSOCIATION),5,financial_52,AMSOUTH BANK OF ALABAMA
ANALOGIC CORPORATION,5,financial_1500,ANALOGIC CORP
"ANTARES CAPITAL, LP, AS COLLATERAL AGENT",5,financial_55,ANTARES CAPITAL
"APJOHN VENTURES FUND, LP",5,financial_1575,APJOHN VENTURES FUND LP
"AR HOLDINGS I, LLC",5,financial_67,AR HOLDINGS I LLC
BAKER BROS ADVISORS LLC,5,financial_92,BAKER BROS ADVISORS LLC
"BAKER COMMUNICATIONS FUND II (QP), L.P.",5,financial_93,BAKER COMMUNICATIONS FUND II
"BAKER COMMUNICATIONS FUND II, L.P.",5,financial_93,BAKER COMMUNICATIONS FUND II
BANK OF AMERICA CANADA,5,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A. (AS COLLATERAL AGENT)",5,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A. (AS SUCCESSOR IN INTEREST TO LASALLE NATIONAL BANK), AS AGENT",5,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A. SUCCESSOR BY MERGER OR ACQUISITION TO BANKBOSTON, N.A.",5,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A. SUCCESSOR IN INTEREST TO BANK OF AMERICA ILLINOIS",5,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., SUCCESSOR BY MERGER TO FLEET CAPITAL CORPORATION",5,financial_43,BANK OF AMERICA NA
"BANK OF NEW YORK MELLON, AS COLLATERAL AGENT",5,financial_102,BANK OF NEW YORK MELLON
"BANK OF NOVA SCOTIA, THE, AS ADMINISTRATIVE LENDER",5,financial_110,BANK OF NOVA SCOTIA
"BANKERS TRUST COMPANY, AS COLLATERAL TRUSTEE",5,financial_120,BANKERS
BDC CAPITAL INC.,5,financial_2170,BDC CAPITAL INC
BELL BANK,5,financial_2195,BELL BANK
BERTELSMANN AG,5,financial_5528,BERTELSMANNAG
"BLACK FAMILY TRUST 2001 U/I DTD NOVEMBER 26, 2001",5,financial_149,BLACK FAMILY 2001 U I DTD
"BMO HARRIS BANK, N.A., SUCCESSOR TO SOUTHWEST BANK OF ST. LOUIS",5,financial_154,BMO HARRIS BANK NA
BNP PARISBAS,5,financial_5516,BNP PARIBAS
BOYNTON FAMILY TRUST,5,financial_160,BOYNTON FAMILY
"BREEDE, MICHAEL EDWARD",5,financial_2400,BREEDE MICHAEL EDWARD
"BRIDGE BANK, N.A.",5,financial_165,BRIDGE BANK NA
BRYAN CAVE LLP,5,financial_2451,BRYAN CAVE LLP
C. AGANOSTOPOULOS REVOCABLE TRUST U/A 12/21/1978,5,financial_2511,C AGANOSTOPOULOS REVOCABLE TRUST U A 12 21 1978
C.L. RIECKHOFF COMPANY 401 (K) PLAN,5,financial_2516,C L RIECKHOFF CO 401 K PLAN
CATHAY BANK,5,financial_2665,CATHAY BANK
"CHARTER LIFE SCIENCES, L.P.",5,financial_2729,CHARTER LIFE SCIENCES LP
CHASE MANHATTAN BANK THE,5,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN, N. A.",5,financial_231,CHASE MANHATTAN BANK
"CIRRUS LOGIC, INC.",5,financial_2859,CIRRUS LOGIC INC
"CIT GROUP/CREDIT FINANCE, INC.",5,financial_244,CIT GROUP BUSINESS CREDIT
"CLAYTON, DUBILIER, & RICE FUND VI",5,financial_259,CLAYTON DUBILIER & RICE FUND VI PARTNERSHIP
COAST BUSINESS CREDIT,5,financial_264,COAST BUSINESS CREDIT
COMERICA BANK - CALIFORNIA,5,financial_117,COMERICA BANK
"CONNECITITUCUNECT NATIONAL BANK, THE",5,financial_3081,CONNECITITUCUNECT NATIONAL BANK
"CONNECTICUT BANK AND TRUST COMPANY, N.A., THE",5,financial_285,CONNECTICUT NATIONAL BANK THEAS
CONTINENTAL BANK N.A. F/K/A/ CONTINENTAL ILLINOIS NATIONAL BANK AND TRUST COMPANY OF CHICAGO,5,financial_288,CONTINENTAL BANK NA
"COOPERATIEVE CENTRALE RAIFFEISEN - BOERENLEENBANK B.A., - ""RABOBANK INTERNATIONAL"", NEW YORK BRANCH",5,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
"COOPERATIEVE RABOBANK NEDERLAND U.A. F/K/A COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B.A., ""RABOBANK NEDERLAND""",5,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
"COX, JR., TRUSTEE, GILBERT C.",5,financial_3202,COX JR TRUSTEE GILBERT C
"CREDIT SUISSE (FORMERLY KNOWN AS CREDIT SUISSE FIRST BOSTON), ACTING THROUGH ITS CAYMAN ISLANDS BRANCH",5,financial_309,CREDIT SUISSE
CREDIT SUISSE AG (F/K/A CREDIT SUISSE),5,financial_309,CREDIT SUISSE
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH (FORMERLY KNOWN AS CREDIT SUISSE FIRST BOSTON), AS COLLATERAL AGENT",5,financial_309,CREDIT SUISSE
DALE HECHT,5,financial_3377,DALE HECHT
"DAUGHERTY, DENNIS",5,financial_3397,DAUGHERTY DENNIS
"DAVIS, SAMUEL, MR.",5,financial_3405,DAVIS SAMUEL MR
DDJK PARTNERSHIP,5,financial_3411,DDJK PARTNERSHIP
DEUTSCHE BANK TRUST COMPANY AMERICAS F/K/A BANKERS TRUST COMPANY),5,financial_350,DEUTSCHE BANK
"DGJ, LLC",5,financial_353,DGJ LLC
"DOHERTY, EDWARD F.",5,financial_3504,DOHERTY EDWARD F
"EASTON CAPITAL PARTNERS, L.P.",5,financial_376,EASTON HUNT CAPITAL PARTNERS
"EASTWARD FUND MANAGEMENT, LLC",5,financial_377,EASTWARD FUND MANAGEMENT LLC
ECONOMIC STABLIZATION TRUST,5,financial_380,ECONOMIC STABLIZATION
EDEN BIOSCIENCE CORPORATION,5,financial_3603,EDEN BIOSCIENCE CORP
ELI CAPITAL LLC,5,financial_3624,ELI CAPITAL LLC
"ESTER, MICHAEL R.",5,financial_398,ESTER MICHAEL R
FIDUS INVESTMENT CORPORATION,5,financial_3787,FIDUS INVESTMENT CORP
"FIFTH THIRD BANK, AS AGENT",5,financial_413,FIFTH THIRD BANK
FIRST NATIONAL BANK OF CHICAGO AS AGENT FOR SEE DOCUMENT FORNAMES,5,financial_431,FIRST NATIONAL BANK OF CHICAGO
FIRST NATIONAL BANK OF PENNSYLVANIA,5,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FIRST SECURITY BANK, NATIONAL ASSOCIATION (F/K/A FIRST SECURITY BANK OF UTAH, NATIONAL ASSOCIATION)",5,financial_3816,FIRST SECURITY BANK NA F K A FIRST SECURITY BANK OF UTAH NA
"FIRSTAR BANK OF MN, N.A.",5,financial_440,FIRSTAR BANK NA
"FLEET BUSINESS CREDIT CORPORATION (NOW KNOWN AS BAL FINANCE LLC, A DELAWARE LIMITED LIABILITY COMPANY (OR ITS PREDECESSOR SANWA BUSINESS CREDIT CORPORATION)",5,financial_443,FLEET BUSINESS CREDIT LLC
"FLEET NATIONAL BANK, F/K/A BANKBOSTON, N.A.",5,financial_442,FLEET CAPITAL CORP
"GE BUSINESS FINANCIAL SERVICES INC. FORMERLY KNOWN AS MERRILL LYNCH CAPITAL, A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC.",5,financial_474,GE BUSINESS FINANCIAL SERVICES
"GENERAL ELECTRIC CAPITAL CORPORATION, AS ADMINISTRATIVE AGENT (NY CORPORATION)",5,financial_482,GENERAL ELECTRIC CAPITAL CORP
"GENERAL ELECTRIC CAPITAL CORPORATION, AS FIRST LIEN COLLATERAL AGENT",5,financial_482,GENERAL ELECTRIC CAPITAL CORP
"GENERAL ELECTRIC CAPITAL CORPORATION, F/K/A GENERAL ELECTRIC CREDIT CORPORATION",5,financial_482,GENERAL ELECTRIC CAPITAL CORP
GENERAL ELECTRIC COMPANY (AS SUCCESSOR IN INTEREST BY MERGER TO GENERAL ELECTRIC CAPITAL CORPORATION),5,financial_482,GENERAL ELECTRIC CAPITAL CORP
GGV II ENTREPRENEURS FUND L.P.,5,financial_484,GGV II ENTREPRENEURS FUND
"GIII, LLC",5,financial_3986,GIII LLC
"GLAXOSMITHKLINE LLC, PREVIOUSLY KNOWN AS SMITHKLINE BEECHAM CORPORATION",5,financial_3996,GLAXOSMITHKLINE LLC PREVIOUSLY KNOWNAS SMITHKLINE BEECHAM CORP
GLEN ARDEN ASSOCIATES,5,financial_5542,GLENARDENASSOCIATES
GLENFED FINANCIAL CORPORATION,5,financial_492,GLENFED FINANCIAL CORP
GOLUB CAPITAL MARKETS LLC (F/K/A GCI CAPITAL MARKETS LLC),5,financial_503,GOLUB CAPITAL MARKETS LLC
GOLUB CAPITAL MARKETS LLC (FKA GCI CAPITAL MARKETS LLC),5,financial_503,GOLUB CAPITAL MARKETS LLC
GRANITE GLOBAL VENTURES II L.P.,5,financial_106,GRANITE GLOBAL VENTURES II
"GREENAPPLE, LAWRENCE",5,financial_4054,GREENAPPLE LAWRENCE
GREYROCK CAPITAL,5,financial_5519,GREYROCK BUSINESS CREDIT
"GREYSTONE SERVICING CORPORATION, INC.",5,financial_4066,GREYSTONE SERVICING CORP INC
"HANOSH, DONALD",5,financial_4119,HANOSH DONALD
"HARMONY PRODUCTS, INC.",5,financial_4141,HARMONY PRODUCTS INC
HAZELTINE CORPORATION,5,financial_4166,HAZELTINE CORP
"HERITAGE BANK, SSB, AS SECOND LIEN COLLATERAL AGENT",5,financial_4194,HERITAGE BANK OF COMMERCE
"HIGH RIVER LIMITED PARTNERSHIP, AS EXIT LOAN COLLATERAL AGENT",5,financial_547,HIGH RIVER PARTNERSHIP PIK TERM
"HIGH RIVER LIMITED PARTNERSHIP, AS PIK/TERM COLLATERAL AGENT",5,financial_547,HIGH RIVER PARTNERSHIP PIK TERM
"HITCHCOCK, WILLIAM M.",5,financial_4220,HITCHCOCK WILLIAM M
HORIZON TECHNOLOGY FUNDING COMPANY V LLC,5,financial_556,HORIZON TECHNOLOGY FUNDING CO LLC
"HSBC BANK USA, NATIONAL ASSOCIATION, SUCCESSOR-BY-MERGER TO HSBC BANK USA",5,financial_560,HSBC BANK USA NA
"HUDSON BAY IP OPPORTUNITIES MASTER FUND, LP, FOR ITSELF AND AS COLLATERAL AGENT FOR CERTAIN BUYERS",5,financial_564,HUDSON BAY MASTER FUND
"J.P. MORGAN PARTNERS (BHCA), L.P.",5,financial_605,JP MORGAN CHASE BANK NA
JAMES M. SCHNEIDER,5,financial_4418,JAMES M SCHNEIDER
"JP MORGAN CHASE BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",5,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS SUCCESSOR BY MERGER TO BANK ONE, N.A. (CHICAGO), SUCCESSOR BY MERGER TO BANK ONE MICHIGAN",5,financial_605,JP MORGAN CHASE BANK NA
"KEYBANK NATIONAL ASSOCIATION (FORMERLY KNOWN AS, SOCIETY NATIONAL BANK), AS AGENT",5,financial_613,KEYBANK NA
LAKE SHORE NATIONAL BANK,5,financial_630,LAKE SHORE NATIONAL BANK
"LAMOTTE, KENNETH J.",5,financial_4602,LAMOTTE KENNETH J
"MADISON CAPITAL FUNDING LLC, AS ADMINISTRATIVE AGENT",5,financial_663,MADISON CAPITAL FUNDING LLC
"MADRYN HEALTH PARTNERS, LP",5,financial_4757,MADRYN HEALTH PARTNERS LP
"MALCHO, CHARLES M.",5,financial_4766,MALCHO CHARLES M
MANUFACTURERS GABIVER TRUST COMPANY,5,financial_670,MANUFACTURERS HANOVER
"MATRIX MEMBRANES, INC.",5,financial_4824,MATRIX MEMBRANES INC
"MATRIX PARTNERS VI, L.P.",5,financial_4825,MATRIX PARTNERS VI LP
"MATRIX VI PARALLEL PARTNERSHIP-A, L.P.",5,financial_685,MATRIX VI PARALLEL PARTNERSHIP-A
"MATRIX VI PARALLEL PARTNERSHIP-B, L.P.",5,financial_685,MATRIX VI PARALLEL PARTNERSHIP-A
"MAY, SIMPSON & STROTE",5,financial_4834,MAY SIMPSON & STROTE
"MAY, TRUSTEE, RICHARD H.",5,financial_4835,MAY TRUSTEE RICHARD H
"MEDLINE INDUSTRIES, INC.",5,financial_4878,MEDLINE INDUSTRIES INC
"MEMPHIS BIOMED VENTURES II, L.P.",5,financial_4891,MEMPHIS BIOMED VENTURES II LP
"MERION INVESTMENT PARTNERS III, L.P.",5,financial_4907,MERION INVESTMENT PARTNERS III LP
MERRILL LYNCH BANK USA,5,financial_702,MERRILL LYNCH CAPITAL
"MGG CALIFORNIA, LLC",5,financial_705,MGG CALIFORNIA LLC
MICHAEL J. ROWNY REVOCABLE TRUST UTA 6/6/95,5,financial_708,MICHAEL J ROWNY REVOCABLE UTA
"MIDCAP FUNDING IV TRUST, AS AGENT",5,financial_715,MIDCAP FINANCIAL
"MIDCAP FUNDING IV, LLC (SUCCESSOR IN INTEREST TO MIDCAP FUNDING V, LLC)",5,financial_715,MIDCAP FINANCIAL
MMV FINANCE INC.,5,financial_726,MMV FINANCE
MONTO HOLDINGS PTY LIMITED,5,financial_5025,MONTO HOLDINGS PTY LTD
MOSLER INC.,5,financial_5041,MOSLER INC
"MOSLER INDIANA, LLC",5,financial_5042,MOSLER INDIANA LLC
"MOSLER OF ALABAMA, INC.",5,financial_5043,MOSLER OF ALABAMA INC
NATIONAL SEMICONDUCTOR CORPORATION,5,financial_744,NATIONAL SEMICONDUCTOR CORP
"NATIONAL WESTMINISTER BANK,",5,financial_5102,NATIONAL WESTMINISTER BANK
"NATIONSBANK OF TEXAS, N.A.",5,financial_749,NATIONSBANK NA
"NEW ENTERPRISE ASSOCIATES 10, LIMITED PARTNERSHIP",5,financial_103,NEW ENTERPRISE ASSOCIATES 10 PARTNERSHIP
NORWEST BANK MINNESOTA NATIONAL ASSOCIATION,5,financial_778,NORWEST BANK MINNESOTA NA
"NORWEST BANK MINNESOTA, NATIONAL ASSOCIATION",5,financial_778,NORWEST BANK MINNESOTA NA
"OAK LEAF CORPORATION, AS AGENT",5,financial_5243,OAK LEAF CORP
"OMEGA CREDIT OPPORTUNITIES MASTER FUND, LP",5,financial_5267,OMEGA CREDIT OPPORTUNITIES MASTER FUND LP
"PANACOS PHARMACEUTICALS, INC.",5,financial_5353,PANACOS PHARMACEUTICALS INC
PARLEX CORPORATION,5,financial_5371,PARLEX CORP
"PATRIARCH PARTNERS, LLC",5,financial_816,PATRIARCH PARTNERS AGENCY SERVICES LLC
PEOPLE'S BANK,5,financial_5413,PEOPLE S UNITED BANK NA
PNC BANK F/K/A/ NATIONAL CITY BANK,5,financial_846,PNC BANK NA
"PNC BANK, N.A.",5,financial_846,PNC BANK NA
PNC NATIONAL BANK ASSOCIATION,5,financial_846,PNC BANK NA
"PPG INDUSTRIES, INC.",5,financial_853,PPG INDUSTRIES
"PPT VISION, INC.",5,financial_1169,PPT VISION INC
"PRATT, MAUD W.",5,financial_855,PRATT MAUD W
"PROLOG CAPITAL II, L.P.",5,financial_1219,PROLOG CAPITAL II LP
"PROMEX, INC.",5,financial_1220,PROMEX INC
QUEST DIAGNOSTICS INCORPORATED,5,financial_1279,QUEST DIAGNOSTICS INC
RBC BANK (USA),5,financial_877,RBC BANK USA
REMKO VOS,5,financial_1368,REMKO VOS
RIVERSIDE LAW LLC,5,financial_895,RIVERSIDE LAW
"ROBERT E. KASODY, P.C.",5,financial_2698,ROBERT E KASODY P C
ROBERT GAFFNEY,5,financial_2699,ROBERT GAFFNEY
"RWI GROUP III, L.P., AS COLLATERAL AGENT",5,financial_1540,RWI GROUP III LP
SALLY A. SORENSON REVOCABLE TRUST,5,financial_1577,SALLY A SORENSON REVOCABLE TRUST
"SALZER, RICHARD J.",5,financial_1581,SALZER RICHARD J
"SCAN-OPTICS, INC.",5,financial_1635,SCAN-OPTICS INC
"SIGNAL CAPITAL CORPORATION, A CORP. OF DELAWARE",5,financial_947,SIGNAL CAPITAL CORP A DE CORP
SIGNET BANK,5,financial_1820,SIGNET BANK
"SILVER FINANCE, LLC",5,financial_951,SILVER POINT FINANCE LLC
"SILVER LAKE WATERMAN FUND, L.P., AS ADMINISTRATIVE AGENT",5,financial_952,SILVER LAKE WATERMAN FUND II
"SJC DLF II-B, LLC",5,financial_960,SJC DLF III-S LLC
"SJC DLF II-D, LLC",5,financial_960,SJC DLF III-S LLC
"SLUTSKY, ARTHUR",5,financial_1873,SLUTSKY ARTHUR
"SMITH, BARNEY, CUSTODIAN FOR IRA OF JOHN ARTHUR MACNEAL",5,financial_1885,SMITH BARNEY CUSTODIAN FOR IRA OF JOHNARTHUR MACNEAL
"SNOWS HILL, LLC",5,financial_1897,SNOWS HILL LLC
"SPEEDERA NETWORKS, INC.",5,financial_1955,SPEEDERA NETWORKS INC
"ST. PAUL VENTURE CAPITAL VI, LLC",5,financial_5729,ST PAUL VENTURE CAPITAL VI LLC
"STATE STREET BANK AND TRUST COMPANY OF CONNECTICUT, NATIONAL ASSOCIATION",5,financial_746,STATE STREET BANK & NA
"STEINBERG, MARK",5,financial_2018,STEINBERG MARK
"STRATTMAN, JAMES K.",5,financial_2054,STRATTMAN JAMES K
STREAM INTERNATIONAL INC.,5,financial_2056,STREAM INTERNATIONAL INC
